"year","month","day","hour","DEWP","TEMP","PRES","cbwd","Iws","Is","Ir"
2010,7,11,1,19,22,1005,4,29.51,0,3
2010,7,11,2,19,22,1004,4,31.3,0,4
2010,7,11,3,19,21,1004,4,34.43,0,0
2010,7,11,4,19,22,1004,4,37.56,0,0
2010,7,11,5,20,22,1004,4,39.35,0,0
2010,7,11,6,20,22,1005,4,41.14,0,0
2010,7,11,7,20,22,1005,4,42.93,0,0
2010,7,11,8,20,22,1005,4,44.72,0,0
2010,7,11,9,20,23,1005,4,46.51,0,0
2010,7,11,10,20,23,1005,4,48.3,0,0
2010,7,11,11,20,23,1005,4,50.09,0,0
2010,7,11,12,21,23,1005,4,51.88,0,1
2010,7,11,13,21,23,1004,2,1.79,0,2
2010,7,11,14,21,23,1004,2,3.58,0,3
2010,7,11,15,21,23,1004,1,0.89,0,0
2010,7,11,16,22,24,1004,2,1.79,0,0
2010,7,11,17,22,24,1003,1,0.89,0,0
2010,7,11,18,22,24,1004,2,1.79,0,0
2010,7,11,19,22,24,1004,4,1.79,0,0
2010,7,11,20,21,24,1004,4,3.58,0,0
2010,7,11,21,21,24,1005,4,6.71,0,0
2010,7,11,22,21,24,1006,2,3.13,0,0
2010,7,11,23,20,23,1006,4,3.13,0,1
2010,7,12,0,18,21,1005,4,4.92,0,0
2010,7,12,1,19,21,1005,4,6.71,0,0
2010,7,12,2,19,21,1006,1,0.89,0,0
2010,7,12,3,19,21,1006,2,1.79,0,0
2010,7,12,4,20,21,1006,1,0.89,0,0
2010,7,12,5,20,21,1006,1,1.78,0,0
2010,7,12,6,20,22,1006,1,2.67,0,0
2010,7,12,7,20,22,1006,3,1.79,0,0
2010,7,12,8,20,22,1006,3,3.58,0,0
2010,7,12,9,20,23,1006,3,5.37,0,0
2010,7,12,10,20,24,1006,3,7.16,0,0
2010,7,12,11,21,24,1007,1,0.89,0,0
2010,7,12,12,21,24,1007,4,1.79,0,0
2010,7,12,13,21,24,1006,4,3.58,0,0
2010,7,12,14,22,24,1006,2,1.79,0,0
2010,7,12,15,21,24,1006,2,3.58,0,0
2010,7,12,16,21,24,1006,4,1.79,0,0
2010,7,12,17,21,25,1006,4,3.58,0,0
2010,7,12,18,21,24,1006,2,1.79,0,0
2010,7,12,19,21,24,1006,1,0.89,0,0
2010,7,12,20,21,24,1007,2,0.89,0,0
2010,7,12,21,21,23,1008,3,1.79,0,1
2010,7,12,22,21,23,1008,2,0.89,0,0
2010,7,12,23,22,23,1008,1,0.89,0,0
2010,7,13,0,21,23,1008,4,0.89,0,0
2010,7,13,1,21,23,1009,1,0.89,0,0
2010,7,13,2,20,23,1008,4,1.79,0,0
2010,7,13,3,20,22,1008,4,3.58,0,1
2010,7,13,4,20,22,1009,4,5.37,0,2
2010,7,13,5,21,22,1009,4,7.16,0,3
2010,7,13,6,21,22,1009,1,0.89,0,4
2010,7,13,7,21,23,1009,3,3.13,0,0
2010,7,13,8,21,24,1010,3,6.26,0,0
2010,7,13,9,21,24,1010,3,8.05,0,0
2010,7,13,10,22,25,1010,2,1.79,0,0
2010,7,13,11,22,26,1010,1,0.89,0,0
2010,7,13,12,21,26,1010,1,1.78,0,0
2010,7,13,13,21,25,1010,3,3.13,0,0
2010,7,13,14,21,26,1010,3,6.26,0,0
2010,7,13,15,21,26,1010,3,9.39,0,0
2010,7,13,16,21,26,1009,3,12.52,0,0
2010,7,13,17,21,26,1009,3,15.65,0,0
2010,7,13,18,21,26,1009,3,19.67,0,0
2010,7,13,19,21,26,1009,3,22.8,0,0
2010,7,13,20,20,26,1010,3,25.93,0,0
2010,7,13,21,20,26,1010,3,29.06,0,0
2010,7,13,22,21,25,1011,2,0.89,0,0
2010,7,13,23,21,24,1010,1,0.89,0,0
2010,7,14,0,22,24,1010,4,0.89,0,0
2010,7,14,1,21,24,1010,1,0.89,0,0
2010,7,14,2,21,23,1010,1,1.78,0,0
2010,7,14,3,22,23,1010,3,1.79,0,0
2010,7,14,4,22,24,1010,3,2.68,0,0
2010,7,14,5,22,23,1010,2,0.89,0,0
2010,7,14,6,22,24,1011,3,0.89,0,0
2010,7,14,7,22,24,1011,3,2.68,0,0
2010,7,14,8,22,24,1011,1,0.89,0,0
2010,7,14,9,22,25,1011,1,1.78,0,0
2010,7,14,10,23,26,1010,4,1.79,0,0
2010,7,14,11,22,27,1010,1,0.89,0,0
2010,7,14,12,21,27,1010,4,1.79,0,0
2010,7,14,13,22,27,1010,4,3.58,0,0
2010,7,14,14,21,27,1010,4,5.37,0,0
2010,7,14,15,21,27,1010,4,8.5,0,0
2010,7,14,16,21,27,1010,4,9.39,0,0
2010,7,14,17,21,27,1009,4,11.18,0,0
2010,7,14,18,21,26,1009,4,12.97,0,0
2010,7,14,19,22,26,1009,4,13.86,0,0
2010,7,14,20,22,25,1009,1,0.89,0,0
2010,7,14,21,22,25,1009,1,1.34,0,0
2010,7,14,22,22,25,1009,4,0.89,0,0
2010,7,14,23,22,25,1008,4,1.78,0,0
2010,7,15,0,22,24,1008,4,2.67,0,0
2010,7,15,1,22,24,1008,1,0.89,0,0
2010,7,15,2,22,24,1008,1,1.78,0,0
2010,7,15,3,22,24,1007,4,1.79,0,0
2010,7,15,4,22,24,1007,4,3.58,0,0
2010,7,15,5,21,24,1007,4,5.37,0,0
2010,7,15,6,21,24,1007,1,0.89,0,0
2010,7,15,7,21,24,1007,1,1.78,0,0
2010,7,15,8,21,24,1007,1,2.67,0,0
2010,7,15,9,22,24,1007,4,1.79,0,1
2010,7,15,10,22,24,1007,4,3.58,0,0
2010,7,15,11,22,25,1006,4,5.37,0,0
2010,7,15,12,22,25,1006,4,7.16,0,1
2010,7,15,13,22,24,1006,4,8.95,0,2
2010,7,15,14,22,24,1006,4,10.74,0,3
2010,7,15,15,22,24,1006,2,0.89,0,0
2010,7,15,16,22,24,1006,2,2.68,0,1
2010,7,15,17,22,24,1005,4,3.13,0,0
2010,7,15,18,22,24,1005,4,6.26,0,0
2010,7,15,19,22,24,1005,4,9.39,0,0
2010,7,15,20,22,24,1005,4,11.18,0,0
2010,7,15,21,22,24,1005,4,12.97,0,0
2010,7,15,22,22,24,1006,2,1.79,0,0
2010,7,15,23,22,24,1005,4,3.13,0,1
2010,7,16,0,22,24,1005,4,4.92,0,0
2010,7,16,1,22,23,1005,4,6.71,0,0
2010,7,16,2,22,23,1005,1,0.89,0,0
2010,7,16,3,22,23,1005,1,1.78,0,0
2010,7,16,4,22,23,1005,1,2.67,0,0
2010,7,16,5,22,23,1005,4,1.79,0,0
2010,7,16,6,22,23,1005,4,3.58,0,0
2010,7,16,7,22,24,1005,4,5.37,0,0
2010,7,16,8,23,24,1005,4,7.16,0,0
2010,7,16,9,23,25,1005,4,8.95,0,0
2010,7,16,10,23,27,1005,4,10.74,0,0
2010,7,16,11,23,28,1005,1,0.89,0,0
2010,7,16,12,23,29,1004,4,1.79,0,0
2010,7,16,13,23,30,1004,4,3.58,0,0
2010,7,16,14,23,30,1003,4,7.6,0,0
2010,7,16,15,24,31,1003,4,10.73,0,0
2010,7,16,16,23,31,1003,4,14.75,0,0
2010,7,16,17,23,31,1002,4,17.88,0,0
2010,7,16,18,23,30,1003,4,21.01,0,0
2010,7,16,19,23,29,1003,4,22.8,0,0
2010,7,16,20,23,28,1004,4,23.69,0,0
2010,7,16,21,23,28,1005,4,25.48,0,1
2010,7,16,22,22,28,1005,1,3.13,0,2
2010,7,16,23,21,27,1005,3,1.79,0,0
2010,7,17,0,22,26,1004,2,3.13,0,0
2010,7,17,1,21,26,1005,4,1.79,0,0
2010,7,17,2,22,25,1005,1,0.89,0,0
2010,7,17,3,22,24,1005,3,1.79,0,0
2010,7,17,4,22,24,1006,3,3.58,0,0
2010,7,17,5,22,24,1006,1,0.89,0,0
2010,7,17,6,23,24,1006,4,1.79,0,0
2010,7,17,7,23,25,1007,1,0.89,0,0
2010,7,17,8,23,26,1007,4,1.79,0,0
2010,7,17,9,23,27,1007,4,3.58,0,0
2010,7,17,10,23,28,1007,4,5.37,0,0
2010,7,17,11,22,30,1007,4,7.16,0,0
2010,7,17,12,23,30,1007,4,8.95,0,0
2010,7,17,13,23,30,1007,2,1.79,0,0
2010,7,17,14,24,31,1006,4,3.13,0,0
2010,7,17,15,23,32,1005,4,6.26,0,0
2010,7,17,16,22,32,1005,4,10.28,0,0
2010,7,17,17,21,32,1004,4,13.41,0,0
2010,7,17,18,21,31,1005,4,16.54,0,0
2010,7,17,19,21,29,1005,4,19.67,0,0
2010,7,17,20,21,29,1006,4,21.46,0,0
2010,7,17,21,21,28,1006,4,24.59,0,1
2010,7,17,22,22,28,1007,4,27.72,0,0
2010,7,17,23,22,28,1007,4,29.51,0,0
2010,7,18,0,22,26,1006,4,31.3,0,0
2010,7,18,1,23,26,1006,4,33.09,0,0
2010,7,18,2,23,26,1006,4,34.88,0,0
2010,7,18,3,23,25,1006,4,39.8,0,1
2010,7,18,4,19,23,1006,4,41.59,0,0
2010,7,18,5,20,22,1007,3,1.79,0,0
2010,7,18,6,21,23,1007,3,2.68,0,0
2010,7,18,7,21,24,1007,4,1.79,0,0
2010,7,18,8,21,24,1007,1,0.89,0,0
2010,7,18,9,22,26,1007,1,1.78,0,0
2010,7,18,10,22,28,1007,1,2.67,0,0
2010,7,18,11,23,30,1007,1,3.56,0,0
2010,7,18,12,23,32,1006,4,1.79,0,0
2010,7,18,13,24,32,1005,4,4.92,0,0
2010,7,18,14,23,33,1005,4,8.05,0,0
2010,7,18,15,23,34,1005,4,11.18,0,0
2010,7,18,16,22,34,1004,4,15.2,0,0
2010,7,18,17,23,33,1004,4,19.22,0,0
2010,7,18,18,24,32,1004,4,23.24,0,0
2010,7,18,19,24,31,1004,4,27.26,0,0
2010,7,18,20,24,29,1005,4,29.05,0,0
2010,7,18,21,24,29,1005,4,30.84,0,0
2010,7,18,22,24,28,1005,4,32.63,0,0
2010,7,18,23,24,28,1005,4,35.76,0,0
2010,7,19,0,23,28,1005,4,38.89,0,0
2010,7,19,1,23,27,1005,4,42.02,0,0
2010,7,19,2,23,27,1005,4,45.15,0,0
2010,7,19,3,23,27,1006,4,46.94,0,0
2010,7,19,4,23,26,1006,4,48.73,0,0
2010,7,19,5,23,25,1006,4,50.52,0,0
2010,7,19,6,23,26,1007,4,52.31,0,0
2010,7,19,7,23,26,1007,4,54.1,0,0
2010,7,19,8,24,26,1007,4,57.23,0,0
2010,7,19,9,24,27,1007,4,59.02,0,0
2010,7,19,10,24,28,1007,4,60.81,0,0
2010,7,19,11,24,27,1007,4,63.94,0,0
2010,7,19,12,24,27,1007,4,65.73,0,0
2010,7,19,13,24,27,1007,4,67.52,0,1
2010,7,19,14,22,25,1007,4,73.33,0,0
2010,7,19,15,22,25,1008,1,0.89,0,1
2010,7,19,16,20,24,1007,4,4.02,0,2
2010,7,19,17,21,24,1006,3,1.79,0,3
2010,7,19,18,21,23,1007,3,3.58,0,4
2010,7,19,19,21,23,1006,2,1.79,0,5
2010,7,19,20,20,22,1006,2,4.92,0,6
2010,7,19,21,19,22,1006,3,1.79,0,7
2010,7,19,22,20,22,1005,3,3.58,0,0
2010,7,19,23,20,22,1005,2,1.79,0,1
2010,7,20,0,20,22,1004,1,0.45,0,2
2010,7,20,1,19,22,1003,3,4.02,0,3
2010,7,20,2,19,22,1003,2,1.79,0,4
2010,7,20,3,19,22,1003,3,0.89,0,5
2010,7,20,4,19,22,1003,3,4.91,0,0
2010,7,20,5,19,22,1003,3,8.04,0,0
2010,7,20,6,19,22,1003,3,9.83,0,0
2010,7,20,7,19,23,1004,3,12.96,0,0
2010,7,20,8,20,24,1004,3,16.09,0,0
2010,7,20,9,19,26,1003,3,17.88,0,0
2010,7,20,10,19,28,1004,3,19.67,0,0
2010,7,20,11,19,29,1003,3,23.69,0,0
2010,7,20,12,19,30,1003,3,26.82,0,0
2010,7,20,13,20,32,1003,1,0.89,0,0
2010,7,20,14,20,32,1002,4,3.13,0,0
2010,7,20,15,20,32,1002,4,6.26,0,0
2010,7,20,16,21,30,1003,4,12.07,0,0
2010,7,20,17,21,29,1003,4,17.88,0,0
2010,7,20,18,21,28,1003,4,21.9,0,0
2010,7,20,19,20,27,1004,4,25.92,0,0
2010,7,20,20,21,26,1004,4,29.05,0,0
2010,7,20,21,21,25,1005,4,30.84,0,0
2010,7,20,22,21,24,1005,4,32.63,0,0
2010,7,20,23,21,24,1006,4,33.52,0,0
2010,7,21,0,22,23,1006,4,34.41,0,0
2010,7,21,1,21,23,1006,4,35.3,0,0
2010,7,21,2,21,23,1006,4,36.19,0,0
2010,7,21,3,21,23,1006,4,37.98,0,0
2010,7,21,4,21,22,1006,1,0.89,0,0
2010,7,21,5,20,22,1006,3,0.89,0,0
2010,7,21,6,21,22,1006,2,1.79,0,0
2010,7,21,7,22,24,1007,3,0.89,0,0
2010,7,21,8,22,26,1007,1,0.89,0,0
2010,7,21,9,22,27,1007,3,1.79,0,0
2010,7,21,10,22,29,1007,1,0.89,0,0
2010,7,21,11,22,30,1007,1,1.78,0,0
2010,7,21,12,22,31,1006,4,1.79,0,0
2010,7,21,13,21,32,1006,4,4.92,0,0
2010,7,21,14,21,32,1006,4,8.05,0,0
2010,7,21,15,22,32,1005,4,12.07,0,0
2010,7,21,16,22,32,1005,4,16.09,0,0
2010,7,21,17,22,31,1005,4,20.11,0,0
2010,7,21,18,22,30,1005,4,24.13,0,0
2010,7,21,19,22,29,1006,4,27.26,0,0
2010,7,21,20,22,28,1006,4,30.39,0,0
2010,7,21,21,22,27,1007,4,33.52,0,0
2010,7,21,22,22,26,1007,1,0.89,0,0
2010,7,21,23,22,25,1008,4,0.89,0,0
2010,7,22,0,22,25,1008,4,2.68,0,0
2010,7,22,1,22,25,1008,4,3.57,0,0
2010,7,22,2,22,24,1008,4,5.36,0,0
2010,7,22,3,22,24,1008,4,7.15,0,0
2010,7,22,4,22,24,1008,4,8.94,0,0
2010,7,22,5,22,24,1008,4,12.07,0,0
2010,7,22,6,22,24,1009,1,0.89,0,0
2010,7,22,7,23,24,1009,2,0.89,0,0
2010,7,22,8,23,25,1009,1,0.89,0,0
2010,7,22,9,23,27,1009,1,1.78,0,0
2010,7,22,10,24,28,1009,1,2.67,0,0
2010,7,22,11,24,30,1009,4,1.79,0,0
2010,7,22,12,24,31,1009,1,1.79,0,0
2010,7,22,13,25,33,1008,4,3.13,0,0
2010,7,22,14,25,33,1007,4,4.92,0,0
2010,7,22,15,23,33,1007,4,8.05,0,0
2010,7,22,16,24,33,1006,4,11.18,0,0
2010,7,22,17,23,33,1006,4,14.31,0,0
2010,7,22,18,24,32,1006,4,16.1,0,0
2010,7,22,19,24,31,1007,4,17.89,0,0
2010,7,22,20,25,30,1007,4,21.02,0,0
2010,7,22,21,25,29,1008,4,24.15,0,0
2010,7,22,22,25,28,1008,4,27.28,0,0
2010,7,22,23,25,28,1008,4,29.07,0,0
2010,7,23,0,24,27,1008,4,30.86,0,0
2010,7,23,1,24,27,1008,4,32.65,0,0
2010,7,23,2,24,26,1008,4,34.44,0,0
2010,7,23,3,24,25,1008,2,0.89,0,0
2010,7,23,4,23,25,1008,2,1.78,0,0
2010,7,23,5,24,25,1008,1,0.89,0,0
2010,7,23,6,23,25,1009,1,1.78,0,0
2010,7,23,7,24,26,1009,1,2.67,0,0
2010,7,23,8,24,28,1009,1,3.12,0,0
2010,7,23,9,24,29,1009,1,4.01,0,0
2010,7,23,10,25,30,1009,1,4.9,0,0
2010,7,23,11,24,32,1009,1,5.79,0,0
2010,7,23,12,24,33,1008,4,1.79,0,0
2010,7,23,13,25,34,1008,4,4.92,0,0
2010,7,23,14,23,35,1007,4,9.84,0,0
2010,7,23,15,23,35,1007,4,14.76,0,0
2010,7,23,16,23,34,1007,4,20.57,0,0
2010,7,23,17,22,34,1007,4,24.59,0,0
2010,7,23,18,22,33,1007,4,28.61,0,0
2010,7,23,19,22,32,1007,4,31.74,0,0
2010,7,23,20,23,30,1008,4,34.87,0,0
2010,7,23,21,23,31,1008,4,38,0,0
2010,7,23,22,23,30,1009,4,41.13,0,0
2010,7,23,23,23,30,1009,4,44.26,0,0
2010,7,24,0,23,29,1009,4,46.05,0,0
2010,7,24,1,23,28,1009,4,47.84,0,0
2010,7,24,2,23,27,1009,4,49.63,0,0
2010,7,24,3,23,26,1010,4,51.42,0,0
2010,7,24,4,24,26,1010,4,53.21,0,0
2010,7,24,5,23,25,1010,4,54.1,0,0
2010,7,24,6,24,26,1010,2,0.89,0,0
2010,7,24,7,24,27,1011,4,1.79,0,0
2010,7,24,8,25,29,1011,4,3.58,0,0
2010,7,24,9,25,30,1011,4,5.37,0,0
2010,7,24,10,25,32,1011,4,7.16,0,0
2010,7,24,11,24,32,1011,1,1.79,0,0
2010,7,24,12,23,33,1011,4,3.13,0,0
2010,7,24,13,24,34,1010,4,7.15,0,0
2010,7,24,14,22,35,1010,4,10.28,0,0
2010,7,24,15,22,35,1010,4,14.3,0,0
2010,7,24,16,21,34,1009,4,19.22,0,0
2010,7,24,17,20,34,1009,4,24.14,0,0
2010,7,24,18,21,33,1009,4,28.16,0,0
2010,7,24,19,22,32,1009,4,31.29,0,0
2010,7,24,20,22,30,1010,4,33.08,0,0
2010,7,24,21,23,30,1011,4,34.87,0,0
2010,7,24,22,23,29,1011,4,36.66,0,0
2010,7,24,23,24,28,1011,4,37.55,0,0
2010,7,25,0,24,29,1010,4,41.57,0,0
2010,7,25,1,24,27,1010,4,43.36,0,0
2010,7,25,2,23,28,1010,4,46.49,0,0
2010,7,25,3,23,27,1010,4,49.62,0,0
2010,7,25,4,23,26,1010,4,51.41,0,0
2010,7,25,5,22,25,1011,4,52.3,0,0
2010,7,25,6,23,25,1010,1,0.89,0,0
2010,7,25,7,24,26,1011,2,1.79,0,0
2010,7,25,8,24,28,1011,1,0.89,0,0
2010,7,25,9,24,29,1011,1,1.78,0,0
2010,7,25,10,25,31,1011,4,1.79,0,0
2010,7,25,11,25,32,1010,1,1.79,0,0
2010,7,25,12,24,34,1010,1,3.58,0,0
2010,7,25,13,24,34,1009,4,4.02,0,0
2010,7,25,14,23,35,1009,4,8.94,0,0
2010,7,25,15,24,35,1008,4,13.86,0,0
2010,7,25,16,23,34,1008,4,17.88,0,0
2010,7,25,17,22,33,1008,4,22.8,0,0
2010,7,25,18,21,33,1008,4,27.72,0,0
2010,7,25,19,23,32,1009,4,31.74,0,0
2010,7,25,20,23,31,1009,4,34.87,0,0
2010,7,25,21,23,30,1009,4,36.66,0,0
2010,7,25,22,23,29,1010,4,38.45,0,0
2010,7,25,23,23,28,1010,4,39.34,0,0
2010,7,26,0,23,28,1009,4,41.13,0,0
2010,7,26,1,23,28,1009,4,42.92,0,0
2010,7,26,2,24,27,1008,4,44.71,0,0
2010,7,26,3,23,27,1008,1,0.89,0,0
2010,7,26,4,24,26,1008,1,1.78,0,0
2010,7,26,5,24,26,1008,4,1.79,0,0
2010,7,26,6,24,26,1009,1,0.89,0,0
2010,7,26,7,24,27,1009,1,1.78,0,0
2010,7,26,8,24,28,1009,4,3.13,0,0
2010,7,26,9,24,29,1009,4,4.92,0,0
2010,7,26,10,25,30,1010,2,1.79,0,0
2010,7,26,11,25,30,1009,2,3.58,0,0
2010,7,26,12,25,31,1009,4,1.79,0,0
2010,7,26,13,25,31,1009,4,4.92,0,0
2010,7,26,14,25,32,1008,4,6.71,0,0
2010,7,26,15,24,32,1008,4,9.84,0,0
2010,7,26,16,24,32,1008,4,12.97,0,0
2010,7,26,17,23,33,1007,4,16.1,0,0
2010,7,26,18,24,32,1007,4,19.23,0,0
2010,7,26,19,24,31,1007,1,0.89,0,0
2010,7,26,20,26,29,1007,1,1.78,0,0
2010,7,26,21,26,29,1007,4,0.89,0,0
2010,7,26,22,25,29,1007,4,1.78,0,0
2010,7,26,23,26,28,1006,4,3.57,0,0
2010,7,27,0,25,28,1007,4,5.36,0,0
2010,7,27,1,24,28,1006,4,7.15,0,0
2010,7,27,2,24,27,1006,4,8.94,0,0
2010,7,27,3,24,27,1006,4,10.73,0,0
2010,7,27,4,24,27,1006,4,12.52,0,0
2010,7,27,5,24,26,1006,4,13.41,0,0
2010,7,27,6,24,26,1006,4,15.2,0,0
2010,7,27,7,25,27,1006,4,16.09,0,0
2010,7,27,8,25,29,1006,4,17.88,0,0
2010,7,27,9,25,31,1006,1,0.89,0,0
2010,7,27,10,26,31,1005,4,3.13,0,0
2010,7,27,11,25,33,1005,4,7.15,0,0
2010,7,27,12,24,34,1005,4,11.17,0,0
2010,7,27,13,23,34,1004,4,16.09,0,0
2010,7,27,14,22,34,1004,4,21.01,0,0
2010,7,27,15,22,35,1003,4,26.82,0,0
2010,7,27,16,23,35,1003,4,32.63,0,0
2010,7,27,17,22,34,1002,4,37.55,0,0
2010,7,27,18,23,33,1002,4,42.47,0,0
2010,7,27,19,23,32,1002,4,45.6,0,0
2010,7,27,20,23,31,1002,4,47.39,0,0
2010,7,27,21,23,30,1003,4,52.31,0,0
2010,7,27,22,23,30,1002,4,55.44,0,0
2010,7,27,23,24,29,1002,4,57.23,0,0
2010,7,28,0,24,29,1002,4,60.36,0,0
2010,7,28,1,24,28,1002,4,63.49,0,0
2010,7,28,2,24,28,1001,4,65.28,0,0
2010,7,28,3,24,26,1001,4,68.41,0,0
2010,7,28,4,24,27,1001,4,71.54,0,0
2010,7,28,5,24,26,1002,4,73.33,0,0
2010,7,28,6,24,26,1002,4,75.12,0,0
2010,7,28,7,24,27,1002,4,76.91,0,0
2010,7,28,8,24,28,1002,4,80.04,0,0
2010,7,28,9,25,29,1002,4,81.83,0,0
2010,7,28,10,25,30,1001,4,83.62,0,0
2010,7,28,11,25,32,1001,4,85.41,0,0
2010,7,28,12,24,34,1000,4,89.43,0,0
2010,7,28,13,23,34,999,1,3.13,0,0
2010,7,28,14,23,36,998,4,4.02,0,0
2010,7,28,15,22,36,997,4,8.04,0,0
2010,7,28,16,23,35,997,4,12.06,0,0
2010,7,28,17,23,35,996,4,16.98,0,0
2010,7,28,18,24,34,996,4,21,0,0
2010,7,28,19,24,32,997,4,22.79,0,0
2010,7,28,20,24,32,997,4,25.92,0,0
2010,7,28,21,24,31,997,4,27.71,0,0
2010,7,28,22,25,30,997,4,29.5,0,0
2010,7,28,23,25,29,997,4,32.63,0,0
2010,7,29,0,25,29,997,4,35.76,0,0
2010,7,29,1,25,29,996,4,38.89,0,0
2010,7,29,2,25,29,996,4,40.68,0,0
2010,7,29,3,25,28,996,4,43.81,0,0
2010,7,29,4,25,28,996,4,45.6,0,0
2010,7,29,5,25,27,996,4,47.39,0,0
2010,7,29,6,25,27,997,4,49.18,0,0
2010,7,29,7,25,28,997,4,50.97,0,0
2010,7,29,8,26,29,997,4,52.76,0,0
2010,7,29,9,25,30,997,1,1.79,0,0
2010,7,29,10,26,31,996,4,1.79,0,0
2010,7,29,11,26,31,997,4,4.92,0,0
2010,7,29,12,26,32,996,4,8.05,0,0
2010,7,29,13,27,33,996,4,11.18,0,0
2010,7,29,14,27,33,995,4,14.31,0,0
2010,7,29,15,27,33,995,4,18.33,0,0
2010,7,29,16,27,33,994,4,21.46,0,0
2010,7,29,17,28,32,995,2,3.13,0,0
2010,7,29,18,27,32,996,2,7.15,0,0
2010,7,29,19,27,31,997,4,1.79,0,1
2010,7,29,20,28,30,996,4,3.58,0,2
2010,7,29,21,28,30,997,3,1.79,0,3
2010,7,29,22,27,30,997,1,0.89,0,0
2010,7,29,23,27,30,997,4,4.02,0,0
2010,7,30,0,26,29,998,4,8.94,0,0
2010,7,30,1,25,27,998,4,12.96,0,0
2010,7,30,2,24,27,998,4,16.98,0,0
2010,7,30,3,24,27,998,4,20.11,0,0
2010,7,30,4,23,26,998,4,23.24,0,0
2010,7,30,5,23,26,999,4,25.03,0,0
2010,7,30,6,24,26,1000,2,1.79,0,0
2010,7,30,7,24,26,1000,4,4.02,0,0
2010,7,30,8,25,26,1000,1,0.89,0,1
2010,7,30,9,25,26,1000,3,0.89,0,2
2010,7,30,10,25,27,1000,2,0.89,0,0
2010,7,30,11,25,27,1000,4,0.89,0,0
2010,7,30,12,26,28,1000,2,0.89,0,0
2010,7,30,13,26,28,999,1,0.89,0,0
2010,7,30,14,26,29,999,4,1.79,0,0
2010,7,30,15,26,29,999,4,3.58,0,0
2010,7,30,16,26,30,998,4,5.37,0,0
2010,7,30,17,26,30,997,4,7.16,0,0
2010,7,30,18,27,30,998,2,1.79,0,0
2010,7,30,19,26,29,998,1,0.89,0,0
2010,7,30,20,26,29,998,1,1.78,0,0
2010,7,30,21,26,29,999,2,0.89,0,0
2010,7,30,22,26,29,999,2,1.78,0,0
2010,7,30,23,26,29,999,2,3.57,0,0
2010,7,31,0,26,28,999,1,0.89,0,0
2010,7,31,1,26,28,998,1,1.78,0,0
2010,7,31,2,26,28,998,3,1.79,0,0
2010,7,31,3,26,27,997,1,0.89,0,0
2010,7,31,4,26,28,997,1,1.78,0,0
2010,7,31,5,26,28,997,1,2.23,0,0
2010,7,31,6,27,28,998,3,1.79,0,0
2010,7,31,7,27,28,998,1,0.89,0,0
2010,7,31,8,28,29,998,1,1.78,0,0
2010,7,31,9,28,30,999,1,2.67,0,0
2010,7,31,10,24,28,999,2,5.81,0,1
2010,7,31,11,23,28,1000,2,9.83,0,2
2010,7,31,12,24,30,1000,2,15.64,0,0
2010,7,31,13,24,31,1000,2,22.79,0,0
2010,7,31,14,21,31,1000,2,29.94,0,0
2010,7,31,15,20,32,1000,2,35.75,0,0
2010,7,31,16,19,31,1001,2,41.56,0,0
2010,7,31,17,18,31,1001,2,47.37,0,0
2010,7,31,18,16,30,1001,2,53.18,0,0
2010,7,31,19,15,29,1003,2,57.2,0,0
2010,7,31,20,16,28,1004,3,3.13,0,1
2010,7,31,21,17,28,1005,1,0.89,0,2
2010,7,31,22,19,26,1005,4,1.79,0,0
2010,7,31,23,21,26,1005,4,3.58,0,0
2010,8,1,0,22,25,1006,4,5.37,0,0
2010,8,1,1,21,26,1006,4,7.16,0,1
2010,8,1,2,22,25,1006,4,8.05,0,0
2010,8,1,3,22,24,1006,4,9.84,0,1
2010,8,1,4,22,24,1006,4,10.73,0,0
2010,8,1,5,21,24,1007,4,12.52,0,0
2010,8,1,6,22,24,1008,1,0.45,0,0
2010,8,1,7,22,25,1009,1,1.34,0,0
2010,8,1,8,22,25,1009,2,1.79,0,0
2010,8,1,9,21,27,1010,3,1.79,0,0
2010,8,1,10,20,28,1010,3,3.58,0,0
2010,8,1,11,20,30,1010,1,0.89,0,0
2010,8,1,12,16,31,1009,1,2.68,0,0
2010,8,1,13,14,31,1009,4,4.02,0,0
2010,8,1,14,13,31,1009,4,8.04,0,0
2010,8,1,15,12,30,1009,4,12.06,0,0
2010,8,1,16,13,31,1008,4,16.98,0,0
2010,8,1,17,13,31,1008,4,20.11,0,0
2010,8,1,18,14,29,1008,4,23.24,0,0
2010,8,1,19,16,27,1008,4,26.37,0,0
2010,8,1,20,16,26,1009,4,28.16,0,0
2010,8,1,21,17,25,1009,4,29.95,0,0
2010,8,1,22,18,24,1010,4,31.74,0,0
2010,8,1,23,18,24,1010,4,33.53,0,0
2010,8,2,0,18,23,1010,4,35.32,0,0
2010,8,2,1,19,23,1010,4,37.11,0,0
2010,8,2,2,18,23,1010,1,0.89,0,0
2010,8,2,3,19,23,1010,2,0.89,0,0
2010,8,2,4,18,22,1010,2,1.78,0,0
2010,8,2,5,18,22,1010,2,2.67,0,0
2010,8,2,6,18,23,1010,1,0.89,0,0
2010,8,2,7,18,23,1010,1,1.78,0,0
2010,8,2,8,18,24,1011,1,2.67,0,0
2010,8,2,9,17,25,1011,1,3.56,0,0
2010,8,2,10,17,27,1010,1,4.45,0,0
2010,8,2,11,16,28,1010,1,5.34,0,0
