climbRate,Sgz,p,q,curRoll,absRoll,diffClb,diffRollRate,diffDiffClb,SaTime1,SaTime2,SaTime3,SaTime4,diffSaTime1,diffSaTime2,diffSaTime3,diffSaTime4,Sa
-113.0,-19.0,0.24,0.1,0.8,-19.0,3.0,-0.015,1.1,-0.0017,-0.0017,-0.0017,-0.0017,0.0,0.0,0.0,0.0,-0.0017
-127.0,-22.0,-0.16,0.24,0.9,-19.0,-10.0,-0.036,-0.1,-0.0022,-0.0022,-0.0022,-0.0022,0.0,0.0,0.0,0.0,-0.0022
322.0,-11.0,-0.15,-0.06,-1.0,-8.0,6.0,0.004,-0.1,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001
261.0,6.0,-0.02,0.11,-1.2,-8.0,-7.0,0.005,0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
9.0,12.0,0.04,0.2,-1.2,-8.0,-15.0,0.002,0.2,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001
-128.0,11.0,0.06,0.12,-1.2,-8.0,-13.0,0.001,0.8,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001
-226.0,2.0,0.17,0.08,-0.9,-8.0,-4.0,0.004,-0.4,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008
-224.0,-9.0,0.22,0.04,-0.4,-7.0,-1.0,-0.004,-0.3,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001
-216.0,-14.0,0.16,-0.17,-0.1,-7.0,6.0,-0.009,1.4,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011
41.0,-18.0,-0.04,-0.11,0.1,-7.0,9.0,-0.008,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0.0,0.0,0.0,0.0,-0.0011
185.0,-11.0,-0.14,-0.01,-0.3,-7.0,3.0,-0.003,-0.3,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001
43.0,-5.0,-0.18,0.13,-0.7,-8.0,-10.0,-0.002,0.2,-0.0009,-0.001,-0.001,-0.001,0.0001,0.0,0.0,0.0,-0.001
-89.0,-6.0,-0.14,0.12,-1.0,-8.0,-6.0,0.002,-0.5,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
-174.0,-13.0,-0.04,0.07,-1.2,-8.0,-4.0,0.004,-0.3,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008
-192.0,-15.0,0.0,-0.02,-1.3,-8.0,-4.0,0.006,0.3,-0.0007,-0.0007,-0.0007,-0.0008,0.0,0.0,0.0001,0.0,-0.0008
35.0,-21.0,0.28,-0.03,-0.5,-7.0,4.0,0.003,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,-0.0002,0.0,0.0,0.0,-0.0007
-6.0,-19.0,0.17,0.06,0.1,-7.0,-7.0,-0.008,0.3,-0.001,-0.001,-0.001,-0.001,0.0,0.0,0.0,0.0,-0.001
162.0,-17.0,-0.05,-0.09,0.3,-7.0,7.0,-0.007,0.1,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
-47.0,-8.0,-0.3,0.12,-0.8,-8.0,-8.0,-0.003,-0.2,-0.0009,-0.001,-0.001,-0.001,0.0001,0.0,0.0,0.0,-0.001
-136.0,-12.0,-0.14,0.07,-1.3,-8.0,-2.0,0.009,-0.6,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
11.0,-16.0,0.16,-0.07,-1.3,-8.0,6.0,0.009,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
117.0,-14.0,0.21,-0.03,-0.9,-8.0,3.0,-0.002,0.0,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008
-157.0,-12.0,0.11,0.14,-0.2,-7.0,-11.0,-0.004,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008
183.0,-17.0,0.06,-0.14,0.2,-7.0,14.0,-0.002,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
-146.0,-1.0,-0.11,0.11,-0.2,-7.0,-9.0,-0.002,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
-196.0,-3.0,-0.12,0.05,-0.2,-7.0,-9.0,-0.002,0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
-155.0,-14.0,-0.18,0.03,-0.8,-8.0,-1.0,-0.002,-0.2,-0.0007,-0.0008,-0.0008,-0.0008,0.0001,0.0,0.0,0.0,-0.0008
120.0,-16.0,0.23,-0.02,-0.6,-8.0,3.0,0.005,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-76.0,-12.0,0.29,0.16,0.1,-7.0,-17.0,0.001,0.7,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
-58.0,-20.0,0.16,-0.01,1.1,-6.0,3.0,-0.011,-0.4,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008
1.0,-21.0,0.02,-0.2,1.2,-6.0,12.0,-0.015,1.7,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
145.0,-18.0,-0.23,-0.07,1.0,-6.0,4.0,-0.014,0.5,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
86.0,-12.0,-0.4,0.08,0.3,-7.0,-6.0,-0.005,0.1,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008
90.0,-10.0,-0.44,0.01,-0.6,-7.0,6.0,-0.002,-0.8,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008
108.0,-6.0,-0.26,0.04,-1.5,-8.0,-1.0,0.009,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
104.0,-5.0,-0.2,0.11,-1.7,-9.0,-2.0,0.009,-0.5,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-56.0,-3.0,-0.01,0.15,-1.9,-9.0,-14.0,0.012,0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-83.0,-7.0,0.19,-0.23,-1.7,-9.0,22.0,0.012,2.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
3.0,-7.0,0.24,-0.07,-1.6,-9.0,19.0,0.011,-1.8,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
105.0,-6.0,0.38,-0.11,-1.3,-8.0,8.0,0.014,0.5,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
200.0,4.0,0.41,0.03,0.0,-7.0,-1.0,-0.005,-0.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
127.0,8.0,0.33,0.23,0.5,-7.0,-18.0,-0.01,-1.7,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
-158.0,7.0,0.1,0.19,0.9,-6.0,-18.0,-0.015,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008
-139.0,-5.0,-0.28,-0.06,0.5,-6.0,6.0,-0.011,0.1,-0.0006,-0.0007,-0.0007,-0.0008,0.0001,0.0,0.0001,0.0,-0.0008
-75.0,-8.0,-0.25,0.0,0.2,-7.0,1.0,0.003,-0.3,-0.0004,-0.0004,-0.0004,-0.0005,0.0,0.0,0.0001,0.0,-0.0005
-60.0,-9.0,-0.18,0.08,0.0,-7.0,1.0,0.009,-1.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
52.0,-10.0,0.05,-0.06,-0.2,-7.0,7.0,0.01,-0.6,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
-61.0,-3.0,-0.18,0.06,-0.2,-7.0,-5.0,-0.005,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
-107.0,-12.0,-0.08,0.06,-1.2,-8.0,-4.0,-0.003,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
-129.0,-14.0,-0.09,-0.06,-1.3,-8.0,-2.0,0.001,1.4,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0.0,0.0001,0.0,-0.0006
85.0,-14.0,0.27,0.0,-0.7,-8.0,2.0,0.004,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-59.0,-12.0,0.32,0.12,0.1,-7.0,-11.0,0.001,0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
177.0,-14.0,0.34,-0.19,0.7,-6.0,31.0,0.001,-2.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
448.0,-3.0,0.11,-0.09,1.2,-6.0,4.0,-0.02,0.8,-0.0008,-0.0008,-0.0008,-0.0008,0.0,0.0,0.0,0.0,-0.0008
-92.0,14.0,-0.57,0.2,0.3,-7.0,-19.0,-0.014,0.0,-0.0009,-0.0009,-0.0009,-0.0009,0.0,0.0,0.0,0.0,-0.0009
-231.0,7.0,-0.75,0.07,-1.2,-8.0,-2.0,-0.007,-1.3,-0.0007,-0.0008,-0.0008,-0.0008,0.0001,0.0,0.0,0.0,-0.0008
-235.0,6.0,-0.76,0.05,-1.3,-8.0,-3.0,-0.006,-0.6,-0.0006,-0.0007,-0.0007,-0.0008,0.0002,0.0,0.0001,0.0,-0.0008
-259.0,1.0,-0.58,0.03,-2.3,-9.0,-3.0,0.02,0.2,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
-256.0,-4.0,-0.4,-0.08,-2.7,-10.0,3.0,0.023,1.5,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
-91.0,-9.0,-0.02,-0.09,-3.0,-10.0,14.0,0.026,-0.2,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,0.0,0.0,-0.0002
128.0,-9.0,0.33,-0.14,-2.8,-10.0,20.0,0.022,-0.2,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,0.0,0.0,-0.0002
280.0,-5.0,0.46,0.05,-2.3,-9.0,8.0,0.001,-2.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
305.0,4.0,0.45,0.03,-1.6,-9.0,-2.0,-0.003,0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
-54.0,12.0,0.2,0.17,-0.6,-8.0,-17.0,-0.011,-0.2,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
-41.0,2.0,-0.17,-0.02,-0.6,-8.0,2.0,0.001,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-27.0,1.0,-0.09,0.05,-0.8,-8.0,-4.0,0.009,-0.6,-0.0003,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
25.0,1.0,0.11,-0.02,-0.8,-8.0,5.0,0.01,-0.6,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
-111.0,0.0,0.19,0.07,0.4,-7.0,-7.0,-0.006,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
-147.0,-4.0,0.12,0.04,0.6,-6.0,2.0,-0.011,-0.3,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
-95.0,-8.0,-0.08,-0.03,0.7,-6.0,4.0,-0.01,-0.4,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
-157.0,-12.0,-0.12,0.07,0.4,-7.0,-6.0,0.001,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-31.0,-18.0,0.09,-0.06,0.4,-7.0,7.0,0.007,0.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
11.0,-18.0,0.12,0.01,0.6,-6.0,-2.0,-0.001,0.5,-0.0007,-0.0005,-0.0005,-0.0005,-0.0002,0.0,-0.0002,0.0,-0.0005
7.0,-18.0,0.09,0.07,0.6,-6.0,-2.0,-0.011,-0.6,-0.0007,-0.0007,-0.0007,-0.0007,0.0001,0.0,-0.0002,0.0,-0.0007
-60.0,-18.0,0.01,0.11,0.7,-6.0,-14.0,-0.009,-0.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
79.0,-23.0,0.02,-0.03,0.4,-7.0,4.0,0.003,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-143.0,-23.0,-0.29,0.08,-0.2,-7.0,-8.0,-0.007,-0.1,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0.0,0.0,0.0,-0.0007
-183.0,-26.0,-0.32,-0.21,-0.5,-7.0,4.0,-0.002,3.5,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
-47.0,-27.0,-0.33,-0.03,-0.8,-8.0,19.0,-0.002,-2.2,-0.0005,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
-18.0,-27.0,-0.33,-0.02,-0.8,-8.0,13.0,-0.001,-2.7,-0.0004,-0.0005,-0.0005,-0.0006,0.0001,0.0,0.0,0.0,-0.0006
203.0,-24.0,-0.05,-0.07,-1.3,-8.0,9.0,0.013,0.0,-0.0004,-0.0003,-0.0003,-0.0003,-0.0001,0.0,0.0,0.0,-0.0003
299.0,-19.0,0.04,-0.04,-1.3,-8.0,6.0,0.004,-0.5,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-250.0,-10.0,0.14,0.15,-0.7,-8.0,-15.0,0.0,-0.1,-0.0003,-0.0004,-0.0004,-0.0005,0.0001,0.0,0.0001,0.0,-0.0005
-327.0,-13.0,0.18,0.03,-0.6,-8.0,-12.0,0.009,1.0,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
-352.0,-20.0,0.28,0.01,-0.4,-7.0,3.0,0.007,0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
-153.0,-28.0,0.4,-0.12,0.3,-7.0,22.0,0.007,-1.7,-0.0003,-0.0003,-0.0003,-0.0003,-0.0001,0.0,0.0,0.0,-0.0003
-19.0,-29.0,0.42,-0.04,0.6,-6.0,13.0,-0.006,-1.6,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
61.0,-26.0,-0.13,0.01,1.3,-6.0,0.0,-0.016,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0.0,0.0,0.0,0.0,-0.0007
-25.0,-25.0,-0.4,0.07,0.8,-6.0,-7.0,-0.013,0.1,-0.0006,-0.0007,-0.0007,-0.0007,0.0001,0.0,0.0,0.0,-0.0007
-28.0,-26.0,-0.43,0.01,-0.1,-7.0,3.0,0.002,-0.8,-0.0004,-0.0005,-0.0005,-0.0005,0.0001,0.0,0.0,0.0,-0.0005
100.0,-24.0,-0.15,-0.02,-1.1,-8.0,4.0,0.01,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
109.0,-24.0,-0.13,-0.02,-1.1,-8.0,4.0,0.01,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0.0,0.0,0.0,-0.0004
66.0,-18.0,0.24,0.04,-0.9,-8.0,-3.0,0.009,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
-90.0,-18.0,0.24,0.08,0.2,-7.0,-7.0,-0.006,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
188.0,-19.0,0.14,-0.15,0.7,-6.0,16.0,-0.009,0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
-22.0,-5.0,-0.28,0.1,0.3,-7.0,-10.0,-0.007,0.0,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0.0,0.0,0.0,-0.0006
-70.0,-7.0,-0.22,0.02,-0.3,-7.0,-2.0,0.005,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
139.0,-6.0,0.07,-0.04,-0.6,-7.0,6.0,0.005,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
123.0,3.0,0.09,0.04,-0.3,-7.0,-4.0,-0.002,0.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-221.0,2.0,0.04,0.17,-0.1,-7.0,-17.0,-0.003,-0.3,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
32.0,-8.0,0.08,-0.2,0.1,-7.0,20.0,0.002,0.3,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
195.0,-7.0,0.08,0.01,0.2,-7.0,17.0,-0.002,-2.4,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
270.0,1.0,0.04,-0.02,0.3,-7.0,3.0,-0.003,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
257.0,6.0,0.02,0.2,0.3,-7.0,-12.0,-0.004,-3.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-167.0,8.0,-0.07,0.18,0.3,-7.0,-18.0,-0.004,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-256.0,-6.0,-0.11,0.0,0.0,-7.0,2.0,-0.002,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
253.0,-7.0,0.05,-0.06,-0.3,-7.0,8.0,0.002,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-190.0,8.0,0.06,0.07,0.5,-6.0,-7.0,-0.002,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-230.0,2.0,0.04,0.03,0.6,-6.0,2.0,-0.002,-0.4,-0.0005,-0.0005,-0.0005,-0.0004,0.0,0.0,-0.0001,0.0,-0.0004
-207.0,-3.0,0.01,-0.06,0.6,-6.0,7.0,-0.004,0.7,-0.0005,-0.0005,-0.0005,-0.0005,-0.0001,0.0,0.0,0.0,-0.0005
41.0,-7.0,-0.18,-0.08,0.4,-7.0,10.0,-0.007,0.0,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
121.0,-5.0,-0.25,-0.01,0.1,-7.0,1.0,-0.007,-0.6,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0.0,0.0,0.0,-0.0006
131.0,-1.0,-0.23,0.01,-0.4,-7.0,-2.0,0.003,0.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-128.0,1.0,-0.18,0.15,-0.9,-8.0,-14.0,0.004,-0.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-245.0,-3.0,-0.12,0.02,-1.0,-8.0,-6.0,0.009,1.9,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-262.0,-10.0,0.05,0.03,-1.1,-8.0,2.0,0.01,-0.6,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
-97.0,-17.0,0.23,-0.08,-0.8,-8.0,12.0,0.009,-1.0,-0.0004,-0.0004,-0.0004,-0.0003,-0.0001,0.0,-0.0002,0.0,-0.0003
103.0,-16.0,0.2,-0.08,-0.4,-7.0,9.0,-0.004,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
181.0,-12.0,0.1,-0.02,-0.1,-7.0,1.0,-0.011,0.3,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
50.0,-8.0,-0.09,0.1,-0.1,-7.0,-12.0,-0.011,0.9,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
-24.0,-8.0,-0.16,-0.11,-0.2,-7.0,-5.0,-0.006,3.5,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
65.0,-7.0,-0.22,-0.06,-0.5,-7.0,9.0,-0.005,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
130.0,-4.0,-0.27,-0.02,-0.9,-8.0,1.0,-0.004,0.6,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
139.0,-3.0,-0.29,0.0,-1.0,-8.0,3.0,-0.003,0.1,-0.0004,-0.0005,-0.0005,-0.0006,0.0,0.0,0.0001,0.0,-0.0006
113.0,4.0,-0.03,0.03,-1.4,-8.0,-2.0,0.01,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
67.0,6.0,0.09,0.1,-1.4,-8.0,-10.0,0.009,-0.6,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-209.0,2.0,0.21,0.1,-0.9,-8.0,-10.0,0.002,0.0,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-88.0,-17.0,0.22,-0.03,0.6,-6.0,3.0,-0.003,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-32.0,-20.0,-0.1,0.0,0.9,-6.0,1.0,-0.01,0.0,-0.0005,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
-25.0,-20.0,-0.14,0.07,0.8,-6.0,1.0,-0.007,-0.4,-0.0004,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
167.0,-17.0,0.09,-0.04,0.7,-6.0,5.0,0.005,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
-141.0,-12.0,-0.05,0.11,0.9,-6.0,-11.0,-0.006,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-230.0,-14.0,-0.09,0.22,0.8,-6.0,-15.0,-0.006,-1.9,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-301.0,-30.0,-0.29,0.01,0.4,-7.0,1.0,-0.01,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
-171.0,-36.0,-0.41,-0.25,-0.2,-7.0,29.0,-0.009,1.9,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
262.0,-34.0,-0.25,-0.15,-1.0,-8.0,18.0,0.015,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
237.0,-13.0,0.29,0.08,-0.9,-8.0,-7.0,0.012,0.0,-0.0003,-0.0003,-0.0003,-0.0003,-0.0002,0.0,0.0,0.0,-0.0003
-10.0,-8.0,0.36,0.15,-0.2,-7.0,-16.0,0.001,0.4,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-121.0,-10.0,0.36,0.06,0.4,-7.0,1.0,0.0,-0.7,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
-137.0,-12.0,0.36,-0.09,0.7,-6.0,-1.0,-0.002,2.0,-0.0005,-0.0004,-0.0004,-0.0004,-0.0002,0.0,0.0,0.0,-0.0004
-101.0,-17.0,0.01,0.01,1.2,-6.0,-1.0,-0.015,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
-52.0,-19.0,-0.15,-0.15,1.1,-6.0,14.0,-0.013,1.8,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
9.0,-19.0,-0.2,-0.08,1.1,-6.0,14.0,-0.012,-1.0,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0.0,0.0,0.0,-0.0006
51.0,-19.0,-0.22,-0.02,1.0,-6.0,8.0,-0.004,-1.9,-0.0003,-0.0003,-0.0003,-0.0005,0.0,0.0,0.0001,0.0,-0.0005
242.0,-8.0,-0.06,-0.03,0.4,-7.0,4.0,0.004,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
17.0,3.0,0.14,0.09,0.6,-6.0,-9.0,0.004,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
-130.0,2.0,0.05,0.11,0.7,-6.0,-15.0,-0.008,0.2,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
62.0,-5.0,0.2,-0.05,0.9,-6.0,6.0,0.01,-0.2,-0.0002,-0.0002,-0.0002,-0.0002,0.0,0.0,0.0,0.0,-0.0002
-36.0,-3.0,0.32,0.09,1.6,-5.0,-10.0,-0.001,-0.3,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
-127.0,-4.0,0.26,0.14,1.9,-5.0,-12.0,-0.014,-1.0,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-60.0,-12.0,-0.15,-0.06,2.1,-5.0,7.0,-0.014,-0.2,-0.0006,-0.0006,-0.0006,-0.0006,0.0,0.0,0.0,0.0,-0.0006
-167.0,-14.0,-0.35,0.09,1.6,-5.0,-11.0,-0.009,0.9,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-235.0,-16.0,-0.41,-0.28,1.3,-6.0,-2.0,-0.006,5.6,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
170.0,-18.0,-0.35,-0.13,0.3,-7.0,15.0,0.005,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0.0,0.0,0.0,0.0,-0.0004
368.0,-10.0,-0.22,-0.1,-0.2,-7.0,10.0,0.009,0.5,-0.0003,-0.0003,-0.0003,-0.0003,0.0,0.0,0.0,0.0,-0.0003
-104.0,7.0,0.02,0.18,-0.5,-7.0,-19.0,-0.002,-0.4,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
179.0,-3.0,-0.02,0.0,-0.5,-7.0,2.0,-0.001,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
-96.0,5.0,-0.03,0.06,-0.6,-8.0,-5.0,0.0,0.0,-0.0004,-0.0005,-0.0005,-0.0005,0.0,0.0,0.0,0.0,-0.0005
