"dteday","season","yr","mnth","hr","holiday","weekday","workingday","weathersit","temp","atemp","hum","windspeed"
59,1,0,2,15,0,1,1,3,0.42,0.4242,1,0.2985
59,1,0,2,16,0,1,1,3,0.42,0.4242,1,0.1343
59,1,0,2,17,0,1,1,3,0.4,0.4091,1,0.2985
59,1,0,2,18,0,1,1,3,0.46,0.4545,0.94,0.194
59,1,0,2,19,0,1,1,3,0.44,0.4394,0.88,0.6119
59,1,0,2,20,0,1,1,3,0.44,0.4394,0.88,0.6119
59,1,0,2,21,0,1,1,2,0.38,0.3939,0.87,0.3881
59,1,0,2,22,0,1,1,3,0.34,0.303,0.93,0.4179
59,1,0,2,23,0,1,1,2,0.32,0.2879,0.81,0.3881
60,1,0,3,0,0,2,1,1,0.3,0.2727,0.7,0.4627
60,1,0,3,1,0,2,1,1,0.26,0.2273,0.7,0.3582
60,1,0,3,2,0,2,1,1,0.24,0.2121,0.65,0.3881
60,1,0,3,3,0,2,1,1,0.22,0.2121,0.69,0.2836
60,1,0,3,4,0,2,1,1,0.22,0.2121,0.69,0.2537
60,1,0,3,5,0,2,1,1,0.2,0.1818,0.64,0.2836
60,1,0,3,6,0,2,1,1,0.2,0.1818,0.59,0.2985
60,1,0,3,7,0,2,1,1,0.2,0.1818,0.59,0.3284
60,1,0,3,8,0,2,1,1,0.2,0.1818,0.59,0.3881
60,1,0,3,9,0,2,1,1,0.22,0.197,0.55,0.4179
60,1,0,3,10,0,2,1,1,0.24,0.2121,0.52,0.2836
60,1,0,3,11,0,2,1,1,0.28,0.2727,0.45,0.2537
60,1,0,3,12,0,2,1,1,0.3,0.303,0.39,0.1343
60,1,0,3,13,0,2,1,1,0.32,0.3485,0.39,0
60,1,0,3,14,0,2,1,1,0.32,0.3333,0.36,0.1343
60,1,0,3,15,0,2,1,1,0.34,0.3636,0.34,0
60,1,0,3,16,0,2,1,1,0.34,0.3485,0.34,0.0896
60,1,0,3,17,0,2,1,1,0.34,0.3485,0.34,0.0896
60,1,0,3,18,0,2,1,1,0.32,0.3182,0.39,0.194
60,1,0,3,19,0,2,1,1,0.3,0.303,0.49,0.1343
60,1,0,3,20,0,2,1,1,0.3,0.3182,0.61,0.0896
60,1,0,3,21,0,2,1,1,0.26,0.303,0.56,0
60,1,0,3,22,0,2,1,1,0.24,0.2727,0.62,0.1045
60,1,0,3,23,0,2,1,1,0.24,0.2273,0.65,0.2239
61,1,0,3,0,0,3,1,1,0.22,0.2273,0.69,0.1642
61,1,0,3,1,0,3,1,1,0.22,0.2273,0.69,0.194
61,1,0,3,2,0,3,1,1,0.22,0.2273,0.69,0.194
61,1,0,3,3,0,3,1,1,0.22,0.2121,0.69,0.2836
61,1,0,3,4,0,3,1,1,0.2,0.2121,0.75,0.1343
61,1,0,3,5,0,3,1,1,0.22,0.2121,0.69,0.2239
61,1,0,3,6,0,3,1,1,0.22,0.2121,0.55,0.2537
61,1,0,3,7,0,3,1,1,0.22,0.2121,0.64,0.2537
61,1,0,3,8,0,3,1,1,0.24,0.2121,0.65,0.2836
61,1,0,3,9,0,3,1,1,0.28,0.2576,0.56,0.2985
61,1,0,3,10,0,3,1,1,0.32,0.303,0.49,0.2836
61,1,0,3,11,0,3,1,1,0.34,0.303,0.53,0.3284
61,1,0,3,12,0,3,1,1,0.4,0.4091,0.43,0.194
61,1,0,3,13,0,3,1,1,0.5,0.4848,0.25,0
61,1,0,3,14,0,3,1,1,0.52,0.5,0.23,0.2985
61,1,0,3,15,0,3,1,1,0.54,0.5152,0.19,0.4179
61,1,0,3,16,0,3,1,1,0.54,0.5152,0.19,0.3284
61,1,0,3,17,0,3,1,1,0.5,0.4848,0.23,0.2836
61,1,0,3,18,0,3,1,1,0.46,0.4545,0.23,0.4925
61,1,0,3,19,0,3,1,1,0.4,0.4091,0.28,0.5224
61,1,0,3,20,0,3,1,1,0.36,0.3333,0.29,0.4179
61,1,0,3,21,0,3,1,1,0.34,0.2879,0.29,0.4627
61,1,0,3,22,0,3,1,1,0.3,0.2576,0.26,0.5522
61,1,0,3,23,0,3,1,1,0.26,0.2121,0.3,0.5224
62,1,0,3,0,0,4,1,1,0.24,0.197,0.3,0.4627
62,1,0,3,1,0,4,1,1,0.24,0.197,0.3,0.4627
62,1,0,3,2,0,4,1,1,0.2,0.1667,0.27,0.4627
62,1,0,3,3,0,4,1,1,0.2,0.1667,0.27,0.4627
62,1,0,3,4,0,4,1,1,0.16,0.1212,0.31,0.4925
62,1,0,3,5,0,4,1,1,0.14,0.1212,0.33,0.2985
62,1,0,3,6,0,4,1,1,0.14,0.1212,0.33,0.2985
62,1,0,3,7,0,4,1,1,0.12,0.0909,0.42,0.4179
62,1,0,3,8,0,4,1,1,0.14,0.1212,0.39,0.2985
62,1,0,3,9,0,4,1,1,0.16,0.1364,0.37,0.2836
62,1,0,3,10,0,4,1,1,0.18,0.1818,0.29,0.194
62,1,0,3,11,0,4,1,1,0.2,0.2273,0.29,0.0896
62,1,0,3,12,0,4,1,1,0.22,0.2273,0.25,0.1343
62,1,0,3,13,0,4,1,1,0.22,0.2576,0.25,0.0896
62,1,0,3,14,0,4,1,1,0.24,0.2576,0.21,0.1045
62,1,0,3,15,0,4,1,1,0.24,0.2879,0.23,0
62,1,0,3,16,0,4,1,1,0.26,0.303,0.23,0
62,1,0,3,17,0,4,1,1,0.26,0.303,0.22,0
62,1,0,3,18,0,4,1,1,0.24,0.2121,0.35,0.3284
62,1,0,3,19,0,4,1,1,0.2,0.197,0.4,0.2537
62,1,0,3,20,0,4,1,1,0.2,0.2273,0.4,0.0896
62,1,0,3,21,0,4,1,1,0.18,0.2121,0.4,0.1045
62,1,0,3,22,0,4,1,1,0.2,0.2576,0.4,0
62,1,0,3,23,0,4,1,2,0.18,0.2121,0.43,0.0896
63,1,0,3,0,0,5,1,2,0.2,0.197,0.55,0.194
63,1,0,3,1,0,5,1,2,0.18,0.1818,0.64,0.194
63,1,0,3,2,0,5,1,2,0.18,0.1818,0.64,0.194
63,1,0,3,3,0,5,1,2,0.18,0.1667,0.74,0.2537
63,1,0,3,4,0,5,1,2,0.18,0.1818,0.74,0.194
63,1,0,3,5,0,5,1,2,0.16,0.1818,0.74,0.1343
63,1,0,3,6,0,5,1,2,0.16,0.197,0.74,0.0896
63,1,0,3,7,0,5,1,1,0.16,0.1818,0.8,0.1343
63,1,0,3,8,0,5,1,1,0.18,0.197,0.74,0.1343
63,1,0,3,9,0,5,1,1,0.22,0.2273,0.6,0.1343
63,1,0,3,10,0,5,1,1,0.24,0.2273,0.6,0.2537
63,1,0,3,11,0,5,1,1,0.28,0.2727,0.52,0.2239
63,1,0,3,12,0,5,1,1,0.32,0.303,0.43,0.1642
63,1,0,3,13,0,5,1,1,0.34,0.3182,0.42,0.2239
63,1,0,3,14,0,5,1,1,0.36,0.3333,0.4,0.2836
63,1,0,3,15,0,5,1,1,0.36,0.3333,0.4,0.2985
63,1,0,3,16,0,5,1,1,0.36,0.3485,0.46,0.194
63,1,0,3,17,0,5,1,2,0.36,0.3333,0.5,0.2537
63,1,0,3,18,0,5,1,2,0.34,0.303,0.53,0.2985
63,1,0,3,19,0,5,1,1,0.32,0.303,0.61,0.2537
63,1,0,3,20,0,5,1,2,0.3,0.2879,0.7,0.194
63,1,0,3,21,0,5,1,2,0.3,0.2879,0.7,0.2239
63,1,0,3,22,0,5,1,1,0.3,0.2879,0.7,0.194
63,1,0,3,23,0,5,1,2,0.3,0.303,0.75,0.1642
64,1,0,3,0,0,6,0,2,0.28,0.2879,0.81,0.1045
64,1,0,3,1,0,6,0,2,0.3,0.3182,0.81,0.1045
64,1,0,3,2,0,6,0,2,0.3,0.2879,0.87,0.194
64,1,0,3,3,0,6,0,2,0.3,0.2879,0.87,0.194
64,1,0,3,4,0,6,0,2,0.3,0.303,0.93,0.1642
64,1,0,3,5,0,6,0,2,0.3,0.303,1,0.1343
64,1,0,3,6,0,6,0,2,0.3,0.2879,1,0.2239
64,1,0,3,7,0,6,0,2,0.3,0.2727,1,0.2985
64,1,0,3,8,0,6,0,2,0.3,0.2727,1,0.2985
64,1,0,3,9,0,6,0,2,0.32,0.303,0.93,0.2239
64,1,0,3,10,0,6,0,2,0.34,0.3333,0.93,0.194
64,1,0,3,11,0,6,0,2,0.4,0.4091,0.76,0.2239
64,1,0,3,12,0,6,0,2,0.44,0.4394,0.67,0.2537
64,1,0,3,13,0,6,0,2,0.46,0.4545,0.67,0.2836
64,1,0,3,14,0,6,0,2,0.48,0.4697,0.59,0.2836
64,1,0,3,15,0,6,0,2,0.46,0.4545,0.63,0.2985
64,1,0,3,16,0,6,0,2,0.48,0.4697,0.59,0.2985
64,1,0,3,17,0,6,0,2,0.48,0.4697,0.59,0.3582
64,1,0,3,18,0,6,0,2,0.48,0.4697,0.59,0.3284
64,1,0,3,19,0,6,0,2,0.46,0.4545,0.67,0.3284
64,1,0,3,20,0,6,0,2,0.44,0.4394,0.77,0.3284
64,1,0,3,21,0,6,0,2,0.44,0.4394,0.72,0.3284
64,1,0,3,22,0,6,0,2,0.42,0.4242,0.77,0.2985
64,1,0,3,23,0,6,0,2,0.44,0.4394,0.77,0.2985
65,1,0,3,0,0,0,0,2,0.42,0.4242,0.77,0.3582
65,1,0,3,1,0,0,0,2,0.42,0.4242,0.77,0.2836
65,1,0,3,2,0,0,0,2,0.4,0.4091,0.82,0.2836
65,1,0,3,3,0,0,0,2,0.42,0.4242,0.82,0.2985
65,1,0,3,4,0,0,0,2,0.42,0.4242,0.88,0.3582
65,1,0,3,6,0,0,0,2,0.42,0.4242,0.94,0.3582
65,1,0,3,7,0,0,0,3,0.42,0.4242,1,0.4478
65,1,0,3,8,0,0,0,2,0.4,0.4091,1,0.2985
65,1,0,3,9,0,0,0,2,0.42,0.4242,1,0.2836
65,1,0,3,10,0,0,0,2,0.42,0.4242,1,0.2985
65,1,0,3,11,0,0,0,2,0.42,0.4242,1,0.2239
65,1,0,3,12,0,0,0,2,0.46,0.4545,0.94,0.3284
65,1,0,3,13,0,0,0,2,0.46,0.4545,0.94,0.3582
65,1,0,3,14,0,0,0,3,0.44,0.4394,1,0.2239
65,1,0,3,15,0,0,0,3,0.44,0.4394,1,0.2239
65,1,0,3,16,0,0,0,3,0.36,0.3333,1,0.2836
65,1,0,3,17,0,0,0,3,0.34,0.303,1,0.2985
65,1,0,3,18,0,0,0,3,0.32,0.2879,1,0.3582
65,1,0,3,19,0,0,0,3,0.3,0.2576,1,0.4925
65,1,0,3,20,0,0,0,3,0.28,0.2424,1,0.4179
65,1,0,3,21,0,0,0,3,0.24,0.1818,0.93,0.6119
65,1,0,3,22,0,0,0,2,0.22,0.197,1,0.3881
65,1,0,3,23,0,0,0,2,0.22,0.197,1,0.4179
66,1,0,3,0,0,1,1,3,0.2,0.1818,1,0.3284
66,1,0,3,1,0,1,1,3,0.2,0.1818,1,0.3284
66,1,0,3,3,0,1,1,1,0.2,0.1515,0.8,0.5821
66,1,0,3,4,0,1,1,1,0.2,0.1515,0.8,0.5224
66,1,0,3,5,0,1,1,1,0.2,0.1818,0.75,0.3582
66,1,0,3,6,0,1,1,1,0.2,0.1818,0.75,0.3881
66,1,0,3,7,0,1,1,1,0.2,0.1667,0.75,0.4179
66,1,0,3,8,0,1,1,1,0.2,0.1818,0.75,0.3881
66,1,0,3,9,0,1,1,1,0.22,0.1818,0.64,0.4627
66,1,0,3,10,0,1,1,1,0.24,0.2121,0.6,0.2985
66,1,0,3,11,0,1,1,1,0.26,0.2121,0.48,0.4478
66,1,0,3,12,0,1,1,1,0.3,0.2727,0.42,0.4179
66,1,0,3,13,0,1,1,1,0.32,0.2879,0.36,0.3881
66,1,0,3,14,0,1,1,1,0.32,0.2879,0.36,0.4179
66,1,0,3,15,0,1,1,1,0.34,0.303,0.31,0.3881
66,1,0,3,16,0,1,1,1,0.34,0.303,0.31,0.3582
66,1,0,3,17,0,1,1,1,0.34,0.303,0.29,0.3582
66,1,0,3,18,0,1,1,1,0.32,0.303,0.31,0.2239
66,1,0,3,19,0,1,1,1,0.3,0.2879,0.33,0.2239
66,1,0,3,20,0,1,1,1,0.3,0.303,0.33,0.1642
66,1,0,3,21,0,1,1,1,0.28,0.2727,0.38,0.2239
66,1,0,3,22,0,1,1,1,0.26,0.2576,0.48,0.1642
66,1,0,3,23,0,1,1,1,0.28,0.3182,0.48,0
67,1,0,3,0,0,2,1,1,0.26,0.2879,0.48,0.0896
67,1,0,3,1,0,2,1,1,0.24,0.2424,0.52,0.1343
67,1,0,3,2,0,2,1,1,0.24,0.2424,0.52,0.1343
67,1,0,3,3,0,2,1,1,0.24,0.2576,0.52,0.0896
67,1,0,3,4,0,2,1,1,0.22,0.2727,0.64,0
67,1,0,3,5,0,2,1,1,0.2,0.2273,0.69,0.1045
67,1,0,3,6,0,2,1,1,0.2,0.2576,0.59,0
67,1,0,3,7,0,2,1,1,0.18,0.197,0.64,0.1343
67,1,0,3,8,0,2,1,1,0.22,0.2273,0.55,0.194
67,1,0,3,9,0,2,1,1,0.26,0.2576,0.41,0.1642
67,1,0,3,10,0,2,1,2,0.3,0.2879,0.33,0.194
67,1,0,3,11,0,2,1,2,0.36,0.3485,0.25,0.1642
67,1,0,3,12,0,2,1,2,0.36,0.3788,0.23,0
67,1,0,3,13,0,2,1,2,0.38,0.3939,0.25,0.1045
67,1,0,3,14,0,2,1,2,0.38,0.3939,0.2,0
67,1,0,3,15,0,2,1,2,0.36,0.3788,0.18,0
67,1,0,3,16,0,2,1,1,0.38,0.3939,0.27,0.1642
67,1,0,3,17,0,2,1,1,0.36,0.3485,0.27,0.2239
67,1,0,3,18,0,2,1,1,0.34,0.3333,0.27,0.194
67,1,0,3,19,0,2,1,1,0.34,0.3485,0.31,0.1045
67,1,0,3,20,0,2,1,1,0.32,0.3333,0.39,0.0896
67,1,0,3,21,0,2,1,1,0.3,0.2879,0.49,0.194
67,1,0,3,22,0,2,1,1,0.3,0.2879,0.49,0.2239
67,1,0,3,23,0,2,1,1,0.28,0.2727,0.61,0.194
68,1,0,3,0,0,3,1,1,0.26,0.2879,0.65,0.0896
68,1,0,3,1,0,3,1,1,0.26,0.2727,0.52,0.1343
68,1,0,3,2,0,3,1,1,0.26,0.2727,0.52,0.1343
68,1,0,3,3,0,3,1,1,0.24,0.2576,0.7,0.0896
68,1,0,3,4,0,3,1,1,0.24,0.2576,0.75,0.1045
68,1,0,3,5,0,3,1,2,0.24,0.2424,0.81,0.1343
68,1,0,3,6,0,3,1,2,0.24,0.2576,0.85,0.1045
68,1,0,3,7,0,3,1,2,0.24,0.2424,0.87,0.1642
68,1,0,3,8,0,3,1,2,0.24,0.2424,0.87,0.1343
68,1,0,3,9,0,3,1,2,0.26,0.2424,0.87,0.2537
68,1,0,3,10,0,3,1,2,0.3,0.2879,0.75,0.2537
68,1,0,3,11,0,3,1,2,0.32,0.2879,0.76,0.3881
68,1,0,3,12,0,3,1,2,0.32,0.303,0.76,0.2537
68,1,0,3,13,0,3,1,2,0.32,0.2879,0.76,0.3582
68,1,0,3,14,0,3,1,2,0.34,0.303,0.76,0.2985
68,1,0,3,15,0,3,1,2,0.36,0.3333,0.71,0.2985
68,1,0,3,16,0,3,1,2,0.34,0.303,0.76,0.3284
68,1,0,3,17,0,3,1,2,0.34,0.303,0.76,0.2985
68,1,0,3,18,0,3,1,2,0.34,0.3182,0.76,0.2537
68,1,0,3,19,0,3,1,2,0.34,0.303,0.76,0.3284
68,1,0,3,20,0,3,1,2,0.32,0.3182,0.87,0.194
68,1,0,3,21,0,3,1,2,0.32,0.303,0.93,0.3284
68,1,0,3,22,0,3,1,3,0.32,0.3182,0.93,0.1642
68,1,0,3,23,0,3,1,3,0.34,0.3333,0.93,0.194
69,1,0,3,0,0,4,1,3,0.34,0.3182,0,0.2537
69,1,0,3,1,0,4,1,3,0.34,0.3182,0,0.2537
69,1,0,3,2,0,4,1,3,0.34,0.3182,0,0.2537
69,1,0,3,5,0,4,1,3,0.36,0.3485,0,0.194
69,1,0,3,6,0,4,1,3,0.36,0.3333,0,0.3284
69,1,0,3,7,0,4,1,3,0.38,0.3939,0,0.2239
69,1,0,3,8,0,4,1,3,0.38,0.3939,0,0.2836
69,1,0,3,9,0,4,1,3,0.4,0.4091,0,0.2239
69,1,0,3,10,0,4,1,3,0.4,0.4091,0,0.1642
69,1,0,3,11,0,4,1,3,0.4,0.4091,0,0.2537
69,1,0,3,12,0,4,1,3,0.42,0.4242,0,0.2239
69,1,0,3,13,0,4,1,3,0.42,0.4242,0,0.2239
69,1,0,3,14,0,4,1,3,0.44,0.4394,0,0.2985
69,1,0,3,15,0,4,1,3,0.44,0.4394,0,0.2239
69,1,0,3,16,0,4,1,3,0.42,0.4242,0,0.2537
69,1,0,3,17,0,4,1,2,0.44,0.4394,0,0.3881
69,1,0,3,18,0,4,1,3,0.44,0.4394,0,0.3582
69,1,0,3,19,0,4,1,3,0.44,0.4394,0,0.5821
69,1,0,3,20,0,4,1,3,0.36,0.3333,0,0.3284
69,1,0,3,21,0,4,1,3,0.36,0.3485,0,0.2239
69,1,0,3,22,0,4,1,2,0.34,0.3333,0,0.1343
69,1,0,3,23,0,4,1,3,0.34,0.3485,0,0.0896
70,1,0,3,0,0,5,1,2,0.34,0.3485,1,0.0896
70,1,0,3,1,0,5,1,3,0.34,0.3485,1,0.1045
70,1,0,3,2,0,5,1,3,0.34,0.3485,1,0.1045
70,1,0,3,3,0,5,1,2,0.32,0.3333,0.93,0.0896
70,1,0,3,5,0,5,1,1,0.3,0.2879,0.81,0.2239
70,1,0,3,6,0,5,1,1,0.26,0.2424,0.81,0.2836
70,1,0,3,7,0,5,1,1,0.26,0.2576,0.7,0.194
70,1,0,3,8,0,5,1,1,0.28,0.2727,0.7,0.2537
70,1,0,3,9,0,5,1,2,0.3,0.2879,0.61,0.2836
70,1,0,3,10,0,5,1,2,0.32,0.303,0.57,0.2985
70,1,0,3,11,0,5,1,2,0.32,0.303,0.57,0.2985
70,1,0,3,12,0,5,1,2,0.34,0.3182,0.53,0.2537
70,1,0,3,13,0,5,1,1,0.36,0.3333,0.53,0.2537
70,1,0,3,14,0,5,1,2,0.36,0.3333,0.5,0.3582
70,1,0,3,15,0,5,1,2,0.34,0.3182,0.53,0.2537
70,1,0,3,16,0,5,1,2,0.34,0.303,0.49,0.2985
70,1,0,3,17,0,5,1,1,0.34,0.3182,0.49,0.2239
70,1,0,3,18,0,5,1,1,0.32,0.303,0.49,0.3284
70,1,0,3,19,0,5,1,1,0.3,0.2727,0.56,0.3284
70,1,0,3,20,0,5,1,1,0.3,0.303,0.56,0.1642
70,1,0,3,21,0,5,1,2,0.3,0.2879,0.52,0.2537
70,1,0,3,22,0,5,1,1,0.3,0.303,0.52,0.1642
70,1,0,3,23,0,5,1,1,0.3,0.2879,0.52,0.2537
71,1,0,3,0,0,6,0,1,0.26,0.2727,0.6,0.1343
71,1,0,3,1,0,6,0,1,0.24,0.2273,0.65,0.194
71,1,0,3,2,0,6,0,1,0.24,0.2273,0.65,0.194
71,1,0,3,3,0,6,0,1,0.24,0.2273,0.65,0.2537
71,1,0,3,4,0,6,0,1,0.24,0.2273,0.65,0.2537
71,1,0,3,5,0,6,0,1,0.22,0.2273,0.69,0.194
71,1,0,3,6,0,6,0,1,0.22,0.2121,0.75,0.2537
71,1,0,3,7,0,6,0,1,0.24,0.2273,0.7,0.194
71,1,0,3,8,0,6,0,1,0.26,0.2576,0.65,0.1642
71,1,0,3,9,0,6,0,1,0.28,0.2879,0.65,0.1045
71,1,0,3,10,0,6,0,1,0.32,0.303,0.66,0.2239
71,1,0,3,11,0,6,0,1,0.34,0.303,0.49,0.3284
71,1,0,3,12,0,6,0,1,0.34,0.3182,0.53,0.2836
71,1,0,3,13,0,6,0,1,0.36,0.3333,0.51,0.3582
71,1,0,3,14,0,6,0,1,0.4,0.4091,0.5,0.4478
71,1,0,3,15,0,6,0,1,0.42,0.4242,0.44,0.4925
71,1,0,3,16,0,6,0,1,0.46,0.4545,0.41,0.4478
71,1,0,3,17,0,6,0,1,0.46,0.4545,0.44,0.3284
71,1,0,3,18,0,6,0,1,0.42,0.4242,0.54,0.1642
71,1,0,3,19,0,6,0,1,0.42,0.4242,0.54,0.0896
71,1,0,3,20,0,6,0,1,0.4,0.4091,0.58,0.1045
71,1,0,3,21,0,6,0,1,0.38,0.3939,0.62,0
71,1,0,3,22,0,6,0,1,0.36,0.3788,0.71,0
71,1,0,3,23,0,6,0,1,0.38,0.3939,0.66,0.0896
72,1,0,3,0,0,0,0,1,0.38,0.3939,0.62,0.1045
72,1,0,3,1,0,0,0,1,0.36,0.3485,0.66,0.1343
72,1,0,3,3,0,0,0,1,0.34,0.3333,0.76,0.1343
72,1,0,3,4,0,0,0,1,0.34,0.3333,0.66,0.1642
72,1,0,3,5,0,0,0,1,0.36,0.3485,0.62,0.1343
72,1,0,3,6,0,0,0,1,0.34,0.3636,0.66,0
72,1,0,3,7,0,0,0,1,0.36,0.3485,0.62,0.194
72,1,0,3,8,0,0,0,1,0.4,0.4091,0.5,0.2985
72,1,0,3,9,0,0,0,1,0.4,0.4091,0.5,0.4179
72,1,0,3,10,0,0,0,1,0.42,0.4242,0.47,0.2537
72,1,0,3,11,0,0,0,1,0.44,0.4394,0.41,0.4179
72,1,0,3,12,0,0,0,1,0.46,0.4545,0.38,0.3881
72,1,0,3,13,0,0,0,1,0.46,0.4545,0.38,0.3881
72,1,0,3,14,0,0,0,1,0.46,0.4545,0.41,0.2985
72,1,0,3,15,0,0,0,1,0.48,0.4697,0.39,0.3284
72,1,0,3,16,0,0,0,1,0.46,0.4545,0.41,0.3881
72,1,0,3,17,0,0,0,1,0.44,0.4394,0.41,0.3582
72,1,0,3,18,0,0,0,1,0.4,0.4091,0.43,0.3582
72,1,0,3,19,0,0,0,1,0.36,0.3333,0.5,0.3582
72,1,0,3,20,0,0,0,1,0.32,0.303,0.57,0.2985
72,1,0,3,21,0,0,0,1,0.3,0.2879,0.56,0.2537
72,1,0,3,22,0,0,0,1,0.3,0.2727,0.56,0.3284
72,1,0,3,23,0,0,0,1,0.26,0.2576,0.65,0.2239
73,1,0,3,0,0,1,1,1,0.26,0.2727,0.65,0.1045
73,1,0,3,1,0,1,1,1,0.26,0.2879,0.65,0.0896
73,1,0,3,2,0,1,1,1,0.26,0.2879,0.65,0.0896
73,1,0,3,3,0,1,1,1,0.26,0.2727,0.65,0.1343
73,1,0,3,5,0,1,1,1,0.24,0.2424,0.7,0.1343
73,1,0,3,6,0,1,1,1,0.26,0.2727,0.65,0.1343
73,1,0,3,7,0,1,1,2,0.28,0.3182,0.61,0
73,1,0,3,8,0,1,1,2,0.3,0.303,0.56,0.1343
73,1,0,3,9,0,1,1,1,0.32,0.303,0.53,0.3284
73,1,0,3,10,0,1,1,1,0.34,0.3182,0.42,0.2537
73,1,0,3,11,0,1,1,1,0.36,0.3333,0.4,0.2537
73,1,0,3,12,0,1,1,1,0.38,0.3939,0.37,0
73,1,0,3,13,0,1,1,1,0.38,0.3939,0.36,0.3284
73,1,0,3,14,0,1,1,2,0.38,0.3939,0.34,0
73,1,0,3,15,0,1,1,1,0.38,0.3939,0.37,0.1642
73,1,0,3,16,0,1,1,1,0.4,0.4091,0.35,0.1045
73,1,0,3,17,0,1,1,1,0.38,0.3939,0.4,0.194
73,1,0,3,18,0,1,1,1,0.36,0.3636,0.4,0.1045
73,1,0,3,19,0,1,1,1,0.36,0.3485,0.43,0.1343
73,1,0,3,20,0,1,1,1,0.34,0.3182,0.46,0.2239
73,1,0,3,21,0,1,1,1,0.34,0.3333,0.46,0.1343
73,1,0,3,22,0,1,1,1,0.32,0.3333,0.49,0.1045
73,1,0,3,23,0,1,1,1,0.32,0.3485,0.53,0
74,1,0,3,0,0,2,1,1,0.32,0.3485,0.53,0
74,1,0,3,1,0,2,1,1,0.3,0.303,0.62,0.0896
74,1,0,3,2,0,2,1,1,0.3,0.303,0.62,0.0896
74,1,0,3,4,0,2,1,1,0.24,0.2576,0.75,0.0896
74,1,0,3,5,0,2,1,1,0.24,0.2273,0.75,0.194
74,1,0,3,6,0,2,1,1,0.22,0.2273,0.8,0.194
74,1,0,3,7,0,2,1,1,0.24,0.2424,0.75,0.1642
74,1,0,3,8,0,2,1,1,0.26,0.2879,0.7,0.0896
74,1,0,3,9,0,2,1,2,0.3,0.3333,0.7,0
74,1,0,3,10,0,2,1,2,0.32,0.3182,0.66,0.194
74,1,0,3,11,0,2,1,2,0.34,0.3182,0.57,0.2239
74,1,0,3,12,0,2,1,2,0.36,0.3485,0.5,0.2239
74,1,0,3,13,0,2,1,2,0.36,0.3333,0.57,0.2836
74,1,0,3,14,0,2,1,2,0.38,0.3939,0.46,0.2985
74,1,0,3,15,0,2,1,2,0.38,0.3939,0.43,0.2836
74,1,0,3,16,0,2,1,2,0.38,0.3939,0.46,0.3284
74,1,0,3,17,0,2,1,2,0.36,0.3485,0.62,0.194
74,1,0,3,18,0,2,1,2,0.36,0.3333,0.62,0.2985
74,1,0,3,19,0,2,1,2,0.34,0.3182,0.71,0.2836
74,1,0,3,20,0,2,1,2,0.34,0.3182,0.71,0.2836
74,1,0,3,21,0,2,1,3,0.32,0.3333,0.81,0.1045
74,1,0,3,22,0,2,1,2,0.32,0.3182,0.87,0.1642
74,1,0,3,23,0,2,1,2,0.32,0.3182,0.87,0.1642
75,1,0,3,0,0,3,1,3,0.3,0.2879,0.93,0.2537
75,1,0,3,1,0,3,1,3,0.3,0.2727,1,0.2985
75,1,0,3,3,0,3,1,2,0.28,0.2727,1,0.2239
75,1,0,3,4,0,3,1,2,0.3,0.303,0.93,0.1642
75,1,0,3,5,0,3,1,2,0.3,0.3182,0.93,0.1045
75,1,0,3,6,0,3,1,2,0.3,0.3182,0.93,0.1045
75,1,0,3,7,0,3,1,2,0.3,0.2879,0.93,0.194
75,1,0,3,8,0,3,1,2,0.32,0.3182,0.93,0
75,1,0,3,9,0,3,1,2,0.32,0.3333,0.93,0.1343
75,1,0,3,10,0,3,1,2,0.36,0.3485,0.81,0.1642
75,1,0,3,11,0,3,1,2,0.36,0.3485,0.81,0.1343
75,1,0,3,12,0,3,1,2,0.4,0.4091,0.71,0.1045
75,1,0,3,13,0,3,1,2,0.4,0.4091,0.76,0.1343
75,1,0,3,14,0,3,1,2,0.4,0.4091,0.76,0.2239
75,1,0,3,15,0,3,1,2,0.4,0.4091,0.76,0.2537
75,1,0,3,16,0,3,1,2,0.4,0.4091,0.76,0.1642
75,1,0,3,17,0,3,1,2,0.44,0.4394,0.54,0.2985
75,1,0,3,18,0,3,1,2,0.44,0.4394,0.54,0.2239
75,1,0,3,19,0,3,1,2,0.44,0.4394,0.51,0.3284
75,1,0,3,20,0,3,1,2,0.42,0.4242,0.54,0.2985
75,1,0,3,21,0,3,1,2,0.42,0.4242,0.58,0.2836
75,1,0,3,22,0,3,1,2,0.4,0.4091,0.62,0.3881
75,1,0,3,23,0,3,1,1,0.4,0.4091,0.65,0.194
76,1,0,3,0,0,4,1,1,0.38,0.3939,0.66,0.2537
76,1,0,3,1,0,4,1,1,0.36,0.3485,0.71,0.2239
76,1,0,3,2,0,4,1,1,0.34,0.303,0.71,0.2985
76,1,0,3,3,0,4,1,1,0.34,0.3333,0.66,0.1642
76,1,0,3,4,0,4,1,1,0.34,0.3333,0.71,0.194
76,1,0,3,5,0,4,1,1,0.32,0.3333,0.76,0.1045
76,1,0,3,6,0,4,1,1,0.32,0.3182,0.76,0.194
76,1,0,3,7,0,4,1,1,0.32,0.3333,0.76,0.1343
76,1,0,3,8,0,4,1,1,0.36,0.3485,0.66,0.1343
76,1,0,3,9,0,4,1,1,0.4,0.4091,0.62,0.2537
