"holiday","temp","rain_1h","snow_1h","clouds_all","weather_main","weather_description","date_time"
8,291.21,0,0,90,7,12,5078
8,291.21,0,0,90,6,16,5078
8,291.21,0,0,90,11,36,5078
8,291.21,0,0,90,11,37,5078
8,291.52,0,0,90,5,6,5079
8,291.52,0,0,90,6,16,5079
8,291.52,0,0,90,7,12,5079
8,292.72,0,0,75,5,6,5080
8,292.72,0,0,75,6,16,5080
8,292.72,0,0,75,7,12,5080
8,294.21,0,0,40,6,16,5081
8,296.43,0,0,75,2,1,5082
8,297.81,0,0,75,2,1,5083
8,298.61,0,0,75,2,1,5084
8,297.41,0,0,75,11,34,5085
8,294.28,0,0,90,11,37,5086
8,294.28,0,0,90,11,20,5086
8,294.28,0,0,90,7,17,5086
8,294.28,0,0,90,6,16,5086
8,294.28,0,0,90,7,12,5086
8,291.74,0,0,90,7,12,5087
8,291.74,0,0,90,6,16,5087
8,291.74,0,0,90,11,20,5087
8,291.74,0,0,90,7,17,5087
8,291.74,0,0,90,11,36,5087
8,291.3,0,0,90,11,20,5088
8,291.3,0,0,90,7,12,5088
8,291.94,0,0,90,7,12,5089
8,291.94,0,0,90,6,16,5089
8,291.85,0,0,90,2,18,5090
8,291.39,0,0,1,6,16,5091
8,291.22,0,0,40,6,16,5092
8,291.16,0,0,1,6,16,5093
8,291.1,0,0,75,7,12,5094
8,291.1,0,0,75,6,16,5094
8,290.87,0,0,40,6,16,5095
8,290.62,0,0,90,7,12,5096
8,290.62,0,0,90,6,16,5096
8,290.06,0,0,75,7,12,5097
8,290.06,0,0,75,6,16,5097
8,289.78,0,0,90,7,12,5098
8,289.68,0,0,90,7,17,5099
8,289.68,0,0,90,7,12,5099
8,289.68,0,0,90,3,10,5099
8,289.78,0,0,90,7,17,5100
8,289.78,0,0,90,3,7,5100
8,289.78,0,0,90,7,8,5100
8,289.89,0,0,90,7,12,5101
8,289.89,0,0,90,6,16,5101
8,289.89,0,0,90,3,7,5101
8,290.57,0,0,90,3,10,5102
8,290.57,0,0,90,7,17,5102
8,291.94,0,0,40,2,23,5103
8,293.5,0,0,40,2,23,5104
8,293.98,0,0,75,2,1,5105
8,293.71,0,0,90,7,12,5106
8,292.82,0,0,90,7,12,5107
8,292.71,0,0,90,2,18,5108
8,293.18,0,0,75,2,1,5109
8,293.61,0,0,75,2,1,5110
8,294.29,0,0,90,2,18,5111
8,294.03,0,0,75,2,1,5112
8,293.38,0,0,90,2,18,5113
8,292.57,0,0,90,7,12,5114
8,292.57,0,0,90,7,17,5114
8,291.71,0,0,40,7,17,5115
8,290.39,0,0,90,11,36,5116
8,290.39,0,0,90,6,16,5116
8,290.39,0,0,90,11,20,5116
8,290.39,0,0,90,7,12,5116
8,290.39,0,0,90,7,17,5116
8,289.11,0,0,90,7,17,5117
8,289.11,0,0,90,6,16,5117
8,288.42,0,0,75,2,1,5118
8,288.03,0,0,90,2,18,5119
8,287.69,0,0,40,6,16,5120
8,287.18,0,0,75,6,16,5121
8,286.93,0,0,90,6,16,5122
8,287.1,0,0,90,6,16,5123
8,287.09,0,0,90,6,16,5124
8,287.24,0,0,90,6,16,5125
8,287.28,0,0,90,2,18,5126
8,287.67,0,0,90,2,18,5127
8,287.64,0,0,90,2,18,5128
8,287.91,0,0,90,7,12,5129
8,287.19,0,0,90,7,12,5130
8,287.19,0,0,90,6,16,5130
8,287.07,0,0,90,6,16,5131
8,287.07,0,0,90,3,2,5131
8,286.64,0,0,90,7,12,5132
8,286.64,0,0,90,6,16,5132
8,286.64,0,0,90,3,2,5132
8,286.64,0,0,90,3,10,5132
8,286.93,0,0,90,6,16,5133
8,286.93,0,0,90,7,12,5133
8,286.93,0,0,90,7,17,5133
8,287.12,0,0,90,3,10,5134
8,287.12,0,0,90,7,12,5134
8,286.4,0,0,90,3,2,5135
8,286.4,0,0,90,7,12,5135
8,286.4,0,0,90,7,17,5135
8,285.35,0,0,90,7,12,5136
8,285.35,0,0,90,6,16,5136
8,284.68,0,0,90,7,12,5137
8,284.68,0,0,90,6,16,5137
8,284.68,0,0,90,7,17,5137
8,284.68,0,0,90,3,2,5137
8,283.88,0,0,90,7,12,5138
8,283.88,0,0,90,6,16,5138
8,283.88,0,0,90,3,2,5138
8,283.88,0,0,90,7,17,5138
8,283.31,0,0,90,7,12,5139
8,283.31,0,0,90,6,16,5139
8,283.31,0,0,90,3,2,5139
8,283.31,0,0,90,3,10,5139
8,282.9,0,0,90,6,16,5140
8,282.9,0,0,90,3,10,5140
8,282.9,0,0,90,7,17,5140
8,282.45,0,0,90,6,16,5141
8,281.91,0,0,90,6,16,5142
8,281.8,0,0,90,6,16,5143
8,281.8,0,0,90,3,2,5143
8,281.22,0,0,90,3,2,5144
8,281.22,0,0,90,3,7,5144
8,281.04,0,0,90,7,17,5145
8,281.04,0,0,90,3,2,5145
8,280.7,0,0,90,3,7,5146
8,280.71,0,0,90,2,18,5147
8,280.66,0,0,90,6,16,5148
8,280.66,0,0,90,7,12,5148
8,280.96,0,0,90,6,16,5149
8,280.96,0,0,90,7,12,5149
8,281.35,0,0,90,6,16,5150
8,281.93,0,0,90,6,16,5151
8,282.25,0,0,90,2,18,5152
8,282.76,0,0,90,7,12,5153
8,282.76,0,0,90,7,17,5153
8,283.5,0,0,90,3,10,5154
8,283.5,0,0,90,7,12,5154
8,283.99,0,0,90,7,12,5155
8,283.99,0,0,90,3,10,5155
8,284.25,0,0,90,7,12,5156
8,284.25,0,0,90,3,10,5156
8,284.23,0,0,90,7,12,5157
8,284.23,0,0,90,6,16,5157
8,284.23,0,0,90,3,10,5157
8,284.22,0,0,90,3,10,5158
8,284.22,0,0,90,7,12,5158
8,284.08,0,0,90,3,10,5159
8,284.08,0,0,90,7,12,5159
8,283.92,0,0,90,3,10,5160
8,283.92,0,0,90,7,12,5160
8,283.43,0,0,90,7,17,5161
8,283.43,0,0,90,3,10,5161
8,283.29,0,0,90,7,12,5162
8,283.43,0,0,90,7,12,5163
8,283.75,0,0,90,2,18,5164
8,283.82,0,0,90,2,18,5165
8,283.01,0,0,1,1,26,5166
8,282.26,0,0,1,1,26,5167
8,281.64,0,0,1,1,26,5168
8,281.07,0,0,1,1,26,5169
8,280.4,0,0,1,1,26,5170
8,279.95,0,0,1,1,26,5171
8,279.89,0,0,1,1,26,5172
8,280.5,0,0,1,1,26,5173
8,281.42,0,0,1,1,26,5174
8,282.64,0,0,1,1,26,5175
8,284.41,0,0,1,1,26,5176
8,285.49,0,0,1,1,26,5177
8,287.19,0,0,1,1,26,5178
8,288.33,0,0,1,1,26,5179
8,289.17,0,0,1,1,26,5180
8,289.9,0,0,1,1,26,5181
8,290.41,0,0,5,1,26,5182
8,290.68,0,0,1,1,26,5183
8,290.35,0,0,1,1,26,5184
8,289.37,0,0,1,1,26,5185
8,287.47,0,0,1,1,26,5186
8,285.62,0,0,1,1,26,5187
8,284.06,0,0,1,1,26,5188
8,282.84,0,0,1,1,26,5189
8,281.79,0,0,1,1,26,5190
8,280.93,0,0,1,1,26,5191
8,279.9,0,0,1,1,26,5192
8,278.64,0,0,1,1,26,5193
8,277.65,0,0,1,1,26,5194
8,277.09,0,0,1,1,26,5195
8,278.24,0,0,1,1,26,5196
8,281.32,0,0,1,1,26,5197
8,284.01,0,0,1,1,26,5198
8,285.89,0,0,1,1,26,5199
8,288.05,0,0,1,1,26,5200
8,289.3,0,0,1,1,26,5201
8,290.56,0,0,1,1,26,5202
8,291.46,0,0,1,1,26,5203
8,292.21,0,0,1,1,26,5204
8,292.58,0,0,75,2,1,5205
8,292.34,0,0,90,2,18,5206
8,291.87,0,0,40,2,23,5207
8,291.3,0,0,75,2,1,5208
8,289.83,0,0,90,7,17,5209
8,288.7,0,0,90,7,17,5210
8,287.38,0,0,90,7,12,5211
8,287.38,0,0,90,11,21,5211
8,287.38,0,0,90,11,22,5211
8,286.36,0,0,90,7,12,5212
8,286.36,0,0,90,7,17,5212
8,285.72,0,0,90,7,17,5213
8,285.72,0,0,90,7,12,5213
8,285.22,0,0,90,7,12,5214
8,285.22,0,0,90,3,10,5214
8,284.93,0,0,90,2,18,5215
8,284.69,0,0,90,7,12,5216
8,284.64,0,0,90,2,18,5217
8,284.62,0,0,90,2,18,5218
8,284.66,0,0,90,2,18,5219
8,284.98,0,0,90,2,18,5220
8,285.47,0,0,90,2,18,5221
8,286.06,0,0,90,2,18,5222
8,286.91,0,0,90,2,18,5223
8,288.2,0,0,90,2,18,5224
8,289,0,0,90,2,18,5225
8,289.15,0,0,75,2,1,5226
8,288.99,0,0,90,2,18,5227
8,289.06,0,0,90,2,18,5228
8,288.64,0,0,90,2,18,5229
8,288.57,0,0,90,2,18,5230
8,288.6,0,0,90,2,18,5231
8,287.93,0,0,90,2,18,5232
8,287.31,0,0,90,2,18,5233
8,286.95,0,0,90,2,18,5234
8,286.77,0,0,90,2,18,5235
8,286.55,0,0,90,2,18,5236
6,286.37,0,0,90,2,18,5237
8,285.99,0,0,90,2,18,5238
8,285.66,0,0,90,2,18,5239
8,285.26,0,0,90,2,18,5240
8,284.77,0,0,75,2,1,5241
8,284.39,0,0,75,2,1,5242
8,284.37,0,0,90,2,18,5243
8,284.42,0,0,40,2,23,5244
8,284.84,0,0,90,2,18,5245
8,285.17,0,0,90,2,18,5246
8,286.04,0,0,90,2,18,5247
8,286.79,0,0,90,2,18,5248
8,286.94,0,0,90,2,18,5249
8,286.81,0,0,90,2,18,5250
8,286.62,0,0,90,2,18,5251
8,286.45,0,0,90,2,18,5252
8,286.69,0,0,90,2,18,5253
8,287.08,0,0,90,2,18,5254
8,287.38,0,0,90,2,18,5255
8,287.76,0,0,90,2,18,5256
8,287.64,0,0,90,2,18,5257
8,287.55,0,0,90,2,18,5258
8,287.47,0,0,90,2,18,5259
8,287.59,0,0,90,2,18,5260
8,287.31,0,0,90,2,18,5261
8,287.13,0,0,90,2,18,5262
8,287.01,0,0,90,2,18,5263
8,286.92,0,0,90,2,18,5264
8,286.73,0,0,90,2,18,5265
8,286.48,0,0,90,2,18,5266
8,286.36,0,0,90,2,18,5267
8,285.9,0,0,90,6,16,5268
8,285.59,0,0,90,6,16,5269
8,285.59,0,0,90,7,12,5269
8,285.86,0,0,90,6,16,5270
8,286.26,0,0,90,5,6,5271
8,287.65,0,0,90,2,18,5272
8,287.98,0,0,90,2,18,5273
8,288.29,0,0,90,2,18,5274
8,288.44,0,0,90,2,18,5275
8,288.51,0,0,75,2,1,5276
8,288.23,0,0,90,2,18,5277
8,287.91,0,0,90,7,12,5278
8,287.91,0,0,90,6,16,5278
8,287.54,0,0,90,7,12,5279
8,287.21,0,0,90,2,18,5280
8,286.91,0,0,90,6,16,5281
8,286.53,0,0,90,7,12,5282
8,286.53,0,0,90,6,16,5282
8,286.53,0,0,90,3,2,5282
8,286.39,0,0,90,6,16,5283
8,286.19,0,0,90,2,18,5284
8,285.77,0,0,90,2,18,5285
8,285.53,0,0,90,2,18,5286
8,285.03,0,0,90,3,10,5287
8,284.92,0,0,90,6,16,5288
8,284.9,0,0,90,6,16,5289
8,284.96,0,0,90,3,7,5290
8,285.08,0,0,90,6,16,5291
8,285.25,0,0,90,7,12,5292
8,285.25,0,0,90,6,16,5292
8,285.69,0,0,90,7,12,5293
8,285.69,0,0,90,6,16,5293
8,286.3,0,0,90,7,12,5294
8,286.3,0,0,90,6,16,5294
8,286.57,0,0,90,6,16,5295
8,286.64,0,0,90,6,16,5296
8,286.99,0,0,90,7,12,5297
8,286.99,0,0,90,6,16,5297
8,286.99,0,0,90,3,10,5297
8,287.28,0,0,90,7,12,5298
8,287.28,0,0,90,6,16,5298
8,287.74,0,0,90,2,18,5299
8,288.03,0,0,90,2,18,5300
8,288.01,0,0,90,2,18,5301
8,288.07,0,0,90,2,18,5302
8,288.07,0,0,90,2,18,5303
8,287.78,0,0,90,2,18,5304
8,287.54,0,0,90,2,18,5305
8,287.4,0,0,90,6,16,5306
8,287.44,0,0,90,6,16,5307
8,287.31,0,0,90,6,16,5308
8,287.31,0,0,90,6,16,5309
8,287.2,0,0,90,2,18,5310
8,287.04,0,0,90,6,16,5311
8,286.41,0,0,40,6,16,5312
8,285.9,0,0,40,6,16,5313
8,286.13,0,0,75,6,16,5314
8,286.13,0,0,75,4,4,5314
8,286.87,0,0,90,6,16,5315
8,289.03,0,0,40,6,16,5316
8,290.79,0,0,75,2,1,5317
8,292.6,0,0,75,2,1,5318
8,294.27,0,0,90,2,18,5319
8,295.18,0,0,75,2,1,5320
8,296.08,0,0,75,2,1,5321
8,296,0,0,90,2,18,5322
8,295.04,0,0,90,7,12,5323
8,295.04,0,0,90,6,16,5323
8,295.62,0,0,90,7,17,5324
8,295.62,0,0,90,6,16,5324
8,295.62,0,0,90,7,12,5324
8,295.84,0,0,75,2,1,5325
8,295.46,0,0,40,2,23,5326
8,294.76,0,0,40,2,23,5327
8,293.78,0,0,75,2,1,5328
8,292.87,0,0,90,2,18,5329
8,292.07,0,0,90,11,20,5330
8,292.07,0,0,90,7,12,5330
8,292.07,0,0,90,6,16,5330
8,291.39,0,0,90,11,36,5331
8,291.39,0,0,90,6,16,5331
8,291.39,0,0,90,7,12,5331
8,291.39,0,0,90,11,34,5331
8,291.39,0,0,90,11,20,5331
8,291,0,0,90,7,12,5332
8,291,0,0,90,7,17,5332
8,290.88,0,0,90,7,17,5333
8,290.88,0,0,90,11,20,5333
8,290.88,0,0,90,7,8,5333
8,290.88,0,0,90,6,16,5333
8,290.88,0,0,90,7,12,5333
8,291.11,0,0,40,11,20,5334
8,291.11,0,0,40,7,12,5334
8,291.39,0,0,75,2,1,5335
8,291.53,0,0,1,1,26,5336
8,291.81,0,0,1,1,26,5337
8,292.24,0,0,1,7,12,5338
8,293.02,0,0,75,2,1,5339
8,294.23,0,0,90,2,18,5340
8,294.83,0,0,90,7,12,5341
8,294.44,0,0,90,7,12,5342
8,294.7,0,0,90,2,18,5343
8,294.84,0,0,75,2,1,5344
8,295.32,0,0,90,2,18,5345
8,296.35,0,0,90,2,18,5346
8,297.19,0,0,90,2,18,5347
8,296.51,0,0,75,2,1,5348
8,295.2,0,0,90,7,8,5349
8,295.2,0,0,90,6,16,5349
8,295.2,0,0,90,7,12,5349
8,294.28,0,0,75,7,8,5350
8,294.01,0,0,75,2,1,5351
8,293.53,0,0,90,2,18,5352
8,292.41,0,0,90,2,18,5353
8,291.88,0,0,40,2,23,5354
8,291.54,0,0,40,2,23,5355
8,291.27,0,0,40,11,20,5356
8,290.99,0,0,90,11,34,5357
8,290.99,0,0,90,6,16,5357
8,290.99,0,0,90,11,32,5357
8,290.99,0,0,90,7,12,5357
8,290.99,0,0,90,11,36,5357
8,290.46,0,0,40,7,12,5358
8,290,0,0,1,1,26,5359
8,289.84,0,0,1,1,26,5360
8,289.63,0,0,1,1,26,5361
8,289.67,0,0,1,1,26,5362
8,290.31,0,0,1,1,26,5363
8,291.81,0,0,40,2,23,5364
8,293.23,0,0,1,1,26,5365
8,294.76,0,0,1,1,26,5366
8,296.03,0,0,40,2,23,5367
8,297.07,0,0,1,1,26,5368
8,297.44,0,0,40,2,23,5369
8,297.43,0,0,75,2,1,5370
8,297.03,0,0,75,2,1,5371
8,296.88,0,0,90,2,18,5372
8,296.54,0,0,90,2,18,5373
8,295.07,0,0,90,7,17,5374
8,293.22,0,0,20,2,3,5375
8,292.3,0,0,75,2,1,5376
8,291.43,0,0,40,2,23,5377
8,290.11,0,0,1,1,26,5378
8,289.71,0,0,90,2,18,5379
8,289.06,0,0,1,1,26,5380
8,288.78,0,0,40,2,23,5381
8,288.36,0,0,90,2,18,5382
8,287.85,0,0,90,2,18,5383
8,287.09,0,0,90,2,18,5384
8,286.34,0,0,90,2,18,5385
8,286.44,0,0,40,2,23,5386
8,287.94,0,0,1,1,26,5387
8,289.55,0,0,1,1,26,5388
8,291,0,0,40,2,23,5389
8,292.27,0,0,75,2,1,5390
8,293.47,0,0,75,2,1,5391
8,294.23,0,0,90,2,18,5392
8,293.6,0,0,90,2,18,5393
8,291.97,0,0,90,7,12,5394
8,291.97,0,0,90,7,17,5394
8,291.04,0,0,90,7,12,5395
8,291.04,0,0,90,6,16,5395
8,290.14,0,0,75,7,12,5396
8,289,0,0,90,2,18,5397
8,287.43,0,0,90,2,18,5398
8,285.78,0,0,90,2,18,5399
8,285.03,0,0,90,2,18,5400
8,284.41,0,0,90,2,18,5401
8,284.13,0,0,90,2,18,5402
8,284.11,0,0,90,2,18,5403
8,284,0,0,90,2,18,5404
8,283.67,0,0,90,2,18,5405
8,283.2,0,0,90,2,18,5406
8,282.75,0,0,90,2,18,5407
8,282.62,0,0,75,2,1,5408
8,282.18,0,0,75,2,1,5409
8,282.22,0,0,75,2,1,5410
8,282.69,0,0,40,2,23,5411
8,283.61,0,0,75,2,1,5412
8,284.89,0,0,1,1,26,5413
8,286.22,0,0,75,2,1,5414
8,287.34,0,0,40,2,23,5415
8,288.71,0,0,40,2,23,5416
8,289.74,0,0,1,1,26,5417
8,290.79,0,0,40,2,23,5418
8,291.37,0,0,1,1,26,5419
8,291.64,0,0,40,2,23,5420
8,291.87,0,0,20,2,3,5421
8,291.46,0,0,75,2,1,5422
8,290.78,0,0,1,1,26,5423
8,289.09,0,0,1,1,26,5424
8,287.43,0,0,1,1,26,5425
8,285.91,0,0,1,1,26,5426
8,284.6,0,0,1,1,26,5427
8,283.79,0,0,1,1,26,5428
8,283.04,0,0,1,1,26,5429
8,282.41,0,0,1,1,26,5430
8,281.82,0,0,1,6,16,5431
8,281.33,0,0,1,6,16,5432
8,280.83,0,0,1,1,26,5433
8,281.5,0,0,1,1,26,5434
8,284.94,0,0,1,1,26,5435
8,287.8,0,0,1,1,26,5436
8,289.92,0,0,1,1,26,5437
8,291.77,0,0,1,1,26,5438
8,292.8,0,0,40,2,23,5439
8,293.2,0,0,40,2,23,5440
8,293.28,0,0,1,1,26,5441
8,292.7,0,0,40,2,23,5442
8,292.33,0,0,90,2,18,5443
8,292.31,0,0,90,5,6,5444
8,292.02,0,0,90,2,18,5445
8,291.85,0,0,75,2,1,5446
8,291.48,0,0,75,2,1,5447
8,290.76,0,0,90,7,12,5448
8,290.09,0,0,90,2,18,5449
8,290.01,0,0,90,2,18,5450
8,289.63,0,0,90,2,18,5451
8,289.47,0,0,90,2,18,5452
8,288.75,0,0,75,2,1,5453
8,288.35,0,0,75,2,1,5454
8,288.18,0,0,75,2,1,5455
8,287.44,0,0,75,2,1,5456
8,287.29,0,0,92,2,18,5457
8,287.66,0,0,92,2,18,5458
8,288.02,0,0,92,2,18,5459
8,288.48,0,0,92,2,18,5460
8,288.86,0.25,0,92,7,12,5461
8,289.11,0.25,0,92,7,17,5462
8,289.48,0.25,0,92,7,12,5463
8,289.54,0.25,0,92,7,12,5464
8,289.78,0,0,92,7,12,5465
8,289.3,0.25,0,92,7,12,5466
8,289.3,0.25,0,92,3,2,5466
8,288.91,0,0,92,3,10,5467
8,288.57,0,0,92,3,10,5468
8,288.57,0,0,92,7,12,5468
8,287.92,0,0,92,7,12,5469
8,287.41,0,0,92,7,12,5470
8,286.69,0.57,0,92,7,12,5471
8,286.69,0.57,0,92,6,16,5471
8,286.48,0.25,0,90,7,17,5472
8,286.48,0.25,0,90,3,2,5472
8,286.26,0.25,0,92,7,12,5473
8,286.26,0.25,0,92,3,10,5473
8,285.93,0.38,0,92,7,12,5474
8,285.93,0.38,0,92,3,10,5474
8,285.65,0.25,0,92,7,12,5475
8,285.65,0.25,0,92,6,16,5475
8,285.7,0.25,0,92,7,12,5476
8,285.7,0.25,0,92,6,16,5476
8,285.65,0,0,92,6,16,5477
8,285.66,0.25,0,92,7,12,5478
8,285.66,0.25,0,92,6,16,5478
8,285.48,0.3,0,90,7,17,5479
8,285.48,0.3,0,90,6,16,5479
8,285.48,0.3,0,90,3,2,5479
8,285.4,0.25,0,92,7,12,5480
8,285.4,0.25,0,92,6,16,5480
8,285.38,0.25,0,88,7,12,5481
8,285.38,0.25,0,88,6,16,5481
8,285.38,0.25,0,88,3,10,5481
8,285.49,0,0,88,6,16,5482
8,285.49,0,0,88,3,10,5482
8,285.57,0.3,0,88,7,17,5483
8,285.57,0.3,0,88,3,10,5483
8,285.57,0.3,0,88,6,16,5483
8,285.67,0.29,0,92,7,12,5484
8,285.67,0.29,0,92,6,16,5484
8,285.67,0.29,0,92,3,10,5484
8,285.89,0.38,0,92,7,12,5485
8,285.89,0.38,0,92,6,16,5485
8,286.11,0.44,0,92,7,12,5486
8,286.11,0.44,0,92,6,16,5486
8,286.38,0.36,0,92,7,12,5487
8,286.38,0.36,0,92,6,16,5487
8,287.13,0.38,0,92,7,12,5488
8,287.13,0.38,0,92,6,16,5488
8,287.12,0.25,0,92,7,12,5489
8,287.12,0.25,0,92,6,16,5489
8,287.82,0,0,56,6,16,5490
8,287.82,0,0,56,7,8,5490
8,287.82,2.16,0,56,7,8,5491
8,287.82,2.16,0,56,6,16,5491
8,287.37,3.39,0,56,7,17,5492
8,287.37,3.39,0,56,6,16,5492
8,287.17,0.84,0,24,7,12,5493
8,287.17,0.84,0,24,6,16,5493
8,286.98,0.76,0,24,7,12,5494
8,286.98,0.76,0,24,6,16,5494
8,287.01,0.38,0,24,7,12,5495
8,287.01,0.38,0,24,6,16,5495
8,286.67,0,0,76,2,1,5496
8,286.46,0,0,76,2,1,5497
8,285.92,0,0,76,2,1,5498
8,285.46,0,0,92,7,12,5499
8,285.18,0,0,92,2,18,5500
8,284.69,0,0,92,6,16,5501
8,284.27,0.25,0,68,7,12,5502
8,284.27,0.25,0,68,6,16,5502
8,283.87,0.38,0,68,7,12,5503
8,283.59,0,0,68,6,16,5504
8,283.35,0.25,0,92,7,12,5505
8,283.35,0.25,0,92,6,16,5505
8,283.23,0.25,0,92,7,12,5506
8,283.23,0.25,0,92,6,16,5506
8,283.35,0.25,0,92,7,12,5507
8,283.35,0.25,0,92,6,16,5507
8,283.37,0.25,0,68,7,12,5508
8,283.37,0.25,0,68,6,16,5508
8,283.7,0.25,0,68,7,12,5509
8,283.7,0.25,0,68,6,16,5509
8,284.18,0,0,68,6,16,5510
8,284.85,0,0,64,2,1,5511
8,285.07,0.25,0,64,7,12,5512
8,285.56,0,0,64,2,1,5513
8,285.99,0,0,76,2,1,5514
8,286.19,0,0,76,2,1,5515
8,286.43,0,0,76,2,1,5516
8,286.47,0,0,80,2,1,5517
8,286.26,0,0,80,2,1,5518
8,285.99,0,0,80,2,1,5519
8,285.73,0,0,92,7,12,5520
8,285.54,0,0,92,7,12,5521
8,285.4,0,0,92,7,12,5522
8,285.18,0,0,80,7,12,5523
8,285.15,0,0,92,2,18,5524
8,285.01,0,0,92,2,18,5525
8,284.88,0,0,68,2,1,5526
8,284.7,0,0,68,2,1,5527
8,284.49,0,0,68,6,16,5528
8,284.5,0,0,92,2,18,5529
8,284.8,0,0,92,2,18,5530
8,285.06,0,0,92,2,18,5531
8,285.61,0,0,92,2,18,5532
8,286.38,0,0,92,2,18,5533
8,287.42,0,0,92,2,18,5534
8,288.41,0,0,24,2,3,5535
8,288.87,0,0,24,2,3,5536
8,289.57,0,0,24,2,3,5537
8,290.12,0,0,32,2,23,5538
8,290.52,0,0,32,2,23,5539
8,290.62,0,0,32,2,23,5540
8,290.8,0.25,0,56,7,12,5541
8,290.58,0,0,56,2,1,5542
8,289.91,0,0,56,2,1,5543
8,289.11,0,0,88,2,18,5544
8,288.12,0,0,88,2,18,5545
8,287.35,0,0,88,2,18,5546
8,286.72,0,0,92,7,12,5547
8,286.14,0,0,92,2,18,5548
8,286.1,0,0,92,2,18,5549
8,285.97,0,0,36,2,23,5550
8,286.07,0,0,36,2,23,5551
8,285.62,0,0,36,2,23,5552
8,285.18,0,0,32,6,16,5553
8,285.45,0,0,32,6,16,5554
8,287.44,0,0,32,2,23,5555
8,290.09,0,0,24,2,3,5556
8,291.61,0,0,24,2,3,5557
8,292.46,0,0,24,2,3,5558
8,293,0,0,64,2,1,5559
8,293.25,0,0,64,2,1,5560
8,293.99,0,0,64,2,1,5561
8,293.83,0,0,76,2,1,5562
8,294.18,0,0,76,2,1,5563
8,294.25,0,0,76,2,1,5564
8,294.25,0,0,92,2,18,5565
8,293.38,0,0,92,2,18,5566
8,292.58,0,0,92,3,10,5567
8,291.58,0,0,88,7,12,5568
8,291.58,0,0,88,3,10,5568
8,291.14,0,0,88,2,18,5569
8,290.51,0,0,88,2,18,5570
8,290.31,0,0,92,2,18,5571
8,290.02,0.25,0,92,7,12,5572
8,289.48,0.51,0,76,7,12,5573
8,288.32,0.69,0,68,7,12,5574
8,287.58,1,0,68,7,12,5575
8,286.94,1.29,0,68,7,17,5576
8,286.66,1.34,0,92,7,17,5577
8,286.71,1.84,0,92,7,17,5578
8,286.71,1.84,0,92,6,16,5578
8,286.71,1.84,0,92,3,2,5578
8,286.62,1.7,0,92,7,17,5579
8,286.62,1.7,0,92,6,16,5579
8,286.66,0.76,0,92,7,17,5580
8,286.66,0.76,0,92,6,16,5580
8,286.81,0.47,0,92,7,12,5581
8,286.81,0.47,0,92,6,16,5581
8,286.81,0.47,0,92,3,2,5581
8,287.4,0.76,0,92,7,12,5582
8,287.68,0.25,0,92,7,12,5583
8,287.94,1.41,0,92,7,17,5584
8,287.94,1.41,0,92,6,16,5584
8,287.71,1.44,0,92,7,17,5585
8,287.71,1.44,0,92,6,16,5585
8,287.71,1.44,0,92,3,10,5585
8,288.14,0.7,0,92,7,17,5586
8,288.14,0.7,0,92,6,16,5586
8,288.88,0.25,0,92,7,12,5587
8,288.88,0.25,0,92,6,16,5587
8,290.16,0,0,92,7,12,5588
8,291.26,3.18,0,88,7,17,5589
8,291.75,0,0,88,7,12,5590
8,291.26,0,0,88,7,12,5591
8,290.51,0,0,92,7,12,5592
8,289.68,0,0,92,7,12,5593
8,289.3,0,0,92,6,16,5594
8,289.06,0,0,92,6,16,5595
8,288.77,0.25,0,68,7,12,5596
8,288.77,0.25,0,68,6,16,5596
8,288.3,0,0,68,4,4,5597
8,288.3,0,0,68,6,16,5597
8,288.28,0,0,68,6,16,5598
8,288.37,0.25,0,68,7,12,5599
8,288.37,0.25,0,68,6,16,5599
8,288.26,0.25,0,68,7,12,5600
8,288.26,0.25,0,68,6,16,5600
8,288.74,0,0,36,6,16,5601
8,288.74,0,0,36,4,4,5601
8,289.4,0,0,36,6,16,5602
8,289.4,0,0,36,4,4,5602
8,289.78,0,0,20,6,16,5603
8,289.92,0,0,20,6,16,5604
8,290.97,0,0,20,6,16,5605
8,290.97,0,0,20,5,6,5605
8,291.65,0,0,44,5,6,5606
8,291.65,0,0,44,6,16,5606
8,292.55,0,0,44,5,6,5607
8,293.78,0,0,44,2,23,5608
8,295.02,0,0,48,2,23,5609
8,295.7,0,0,48,2,23,5610
8,296.3,0,0,48,2,23,5611
8,296.4,0.25,0,0,7,12,5612
8,296.46,0,0,0,1,27,5613
8,295.48,0,0,0,1,27,5614
8,294.22,0,0,0,1,27,5615
8,291.95,0,0,0,1,27,5616
8,290.31,0,0,0,1,27,5617
8,289.56,0,0,8,1,26,5618
8,289.06,0,0,8,6,16,5619
8,288.49,0,0,0,6,16,5620
8,287.57,0,0,12,6,16,5621
8,286.91,0,0,12,6,16,5622
8,286.91,0,0,12,4,4,5622
8,286.43,0.25,0,12,7,12,5623
8,286.43,0.25,0,12,6,16,5623
8,286.66,0,0,12,6,16,5624
8,286.66,0,0,12,4,4,5624
8,288.29,0,0,12,6,16,5625
8,290.04,0,0,12,6,16,5626
8,290.99,0.25,0,12,7,12,5627
8,290.99,0.25,0,12,6,16,5627
8,292.09,0.25,0,12,7,12,5628
8,293.25,0,0,12,2,3,5629
8,294.64,0.51,0,36,7,12,5630
8,295.1,0.38,0,36,7,12,5631
8,296.44,0,0,36,2,23,5632
