"DateTime","Temperature","Humidity","Wind Speed","general diffuse flows","diffuse flows"
23816,13.35,54.96,0.086,436.9,464.5
23817,12.83,59.7,0.085,273.1,284.3
23818,12.33,62.07,0.084,229.8,235.9
23819,12.21,62.77,0.086,331.5,360.9
23820,12.08,62.7,0.082,210.8,225.8
23821,11.63,64.57,0.085,177.3,187.9
23822,11.63,64.84,0.08,146.2,150.4
23823,11.54,65.17,0.086,87.9,83
23824,11.63,65.27,0.083,125.5,135.7
23825,11.69,64.73,0.087,52.08,49.87
23826,11.59,63.4,0.083,41.79,38.75
23827,11.45,62.93,0.085,36.45,33.35
23828,11.33,62.76,0.083,21.01,18.89
23829,11.21,63.53,0.087,11.04,10.33
23830,11,63.3,0.085,3.257,3.049
23831,11.04,63.46,0.086,0.783,0.786
23832,10.81,65.37,0.087,0.117,0.211
23839,10.75,65.57,0.082,0.04,0.111
23840,11.09,63.6,0.085,0.055,0.159
23841,10.77,65.23,0.082,0.048,0.122
23842,10.81,65.2,0.085,0.04,0.134
23843,10.75,66.33,0.085,0.066,0.119
23844,10.57,67.1,0.081,0.055,0.137
23845,10.47,67.4,0.085,0.048,0.119
23846,10.33,67.83,0.09,0.07,0.093
23847,10.24,68.07,0.087,0.044,0.13
23848,10.13,68.67,0.085,0.059,0.13
23849,10.25,68.67,0.082,0.062,0.104
23850,10.59,66.27,0.085,0.073,0.085
23851,10.37,67.74,0.088,0.066,0.104
23852,10.02,70.1,0.085,0.051,0.141
23853,9.8,71.1,0.081,0.062,0.085
23854,9.96,70.9,0.086,0.044,0.152
23855,10.05,70.1,0.088,0.095,0.104
23856,10,69.88,0.082,0.066,0.122
23857,10.06,69.01,0.081,0.04,0.089
23858,10.12,68.47,0.085,0.077,0.089
23859,10.16,67.77,0.089,0.066,0.089
23860,10.08,68.11,0.088,0.07,0.108
23861,9.95,69.08,0.085,0.055,0.126
23862,9.8,69.58,0.089,0.044,0.111
23905,9.77,69.45,0.082,0.055,0.137
23906,9.7,69.58,0.085,0.051,0.134
23907,9.7,69.25,0.082,0.055,0.115
23908,9.72,68.75,0.082,0.077,0.126
23909,9.72,68.38,0.084,0.055,0.152
23910,9.67,68.35,0.082,0.04,0.115
23911,9.64,68.05,0.087,0.095,0.085
23912,9.55,68.38,0.084,0.051,0.115
23913,9.46,68.71,0.086,0.051,0.111
23914,9.18,69.41,0.082,0.055,0.122
23915,9.19,69.55,0.083,0.073,0.089
23916,9.24,69.21,0.079,0.062,0.122
23977,9.34,68.25,0.087,0.088,0.145
23978,9.27,68.45,0.082,0.084,0.093
23979,9.22,68.55,0.081,0.051,0.115
23980,9.12,68.98,0.081,0.033,0.13
23981,9.12,69.01,0.08,0.051,0.159
23982,9.07,69.22,0.082,0.07,0.111
24007,9.15,69.08,0.082,0.088,0.093
24008,9.23,69.22,0.08,0.059,0.137
24009,9.24,69.55,0.081,0.073,0.1
24010,9.65,69.42,0.081,0.055,0.115
24011,9.96,67.78,0.083,0.044,0.108
24012,10.1,66.34,0.086,0.048,0.082
24013,10.34,66.58,0.084,0.062,0.111
24014,10.56,66.08,0.084,0.044,0.137
24015,10.56,67.31,0.083,0.081,0.1
24016,10.47,68.15,0.082,0.048,0.104
24017,10.75,67.88,0.082,0.066,0.119
24018,11.07,66.94,0.081,0.07,0.126
24019,11.14,66.44,0.082,0.084,0.108
24020,10.93,67.88,0.082,0.055,0.13
24021,10.82,68.95,0.082,0.048,0.137
24022,10.66,70.6,0.083,0.073,0.108
24023,10.35,72.5,0.083,0.044,0.115
24024,10.1,74.5,0.081,0.07,0.115
24025,10.14,79.1,0.083,0.062,0.152
24026,10.35,77.9,0.085,0.055,0.115
24027,10.57,78,0.084,0.059,0.111
24028,11.12,77.1,0.084,0.07,0.134
24029,11.4,75.9,0.083,0.073,0.104
24030,11.28,75.1,0.08,0.121,0.104
24031,11.64,77,0.082,0.637,0.642
24032,11.74,74.1,0.084,2.584,2.392
24033,11.2,74.4,0.082,7.26,6.861
24034,11.16,74.2,0.083,18.49,17
24035,11.62,75,0.083,65.97,63.2
24036,11.94,73.6,0.078,59.98,57.57
24037,12.26,72.4,0.085,67.63,62.36
24038,12.49,72.8,0.08,182.7,177.3
24039,13.61,69.88,0.082,237.7,232.9
24040,13.7,67.01,0.078,299,289.2
24041,13.7,66.81,0.082,309.4,300.5
24042,12.75,69.52,0.084,314.6,305.6
24043,13.19,71,0.082,368.1,359.4
24044,13.81,67.95,0.083,370.5,356.7
24045,14,67.45,0.079,466.9,460.9
24046,14.31,67.38,0.085,556.1,536.8
24047,14.5,66.71,0.085,602.2,573
24048,13.76,68.51,0.086,362.7,326.9
23917,13.31,69.05,0.085,200.8,182.3
23918,13.1,69.88,0.083,239.1,209.7
23919,13.37,70.3,0.081,204.6,171.9
23920,13.35,69.82,0.086,191.8,176
23921,13.36,70.5,0.083,151.8,136.9
23922,13.52,70.7,0.087,88,81.7
23923,13.43,70.8,0.086,123.3,116.2
23924,13.56,70.6,0.087,134.9,119.8
23925,13.72,70.5,0.086,198,187.3
23926,14.09,71.2,0.084,774,286.1
23927,14.56,68.41,0.087,625.8,292.7
23928,14.52,67.18,0.086,646.8,259.9
23929,14.53,66.98,0.084,295.3,189.1
23930,14.48,67.21,0.081,373.1,257.9
23931,14.47,66.71,0.083,418.5,209.4
23932,14.46,65.94,0.082,316.7,193.9
23933,14.81,66.61,0.087,774,219.4
23934,15.01,62.87,0.085,842,155.4
23935,15.02,61.5,0.084,844,104.8
23936,15.25,60.97,0.084,923,158.9
23937,15.64,62.07,0.086,842,249.8
23938,15.52,60.63,0.08,735,216.9
23939,15.79,60.03,0.084,827,216.4
23940,15.56,59.1,0.085,378.2,242.9
23941,15.62,55.33,0.084,507.3,207.2
23942,15.7,52.79,0.082,171.5,126.4
23943,15.67,52.52,0.086,549.3,96.9
23944,15.86,47.68,0.086,650.5,87.3
23945,16.11,46.68,0.086,543.9,127.6
23946,16.19,47.28,0.087,433.3,161.6
23947,15.9,46.51,0.086,698.8,249.6
23948,16.22,44.01,0.086,746,424.9
23949,16.54,44.57,0.085,733,610.7
23950,16.5,45.28,0.085,601,585.3
23951,16.28,44.91,0.086,645.7,664.5
23952,16.44,44.31,0.083,720,759
23953,16.3,41.84,0.085,517.6,530.2
23954,16.2,43.77,0.086,579,596.7
23955,16.4,42.7,0.085,482.6,504.2
23956,16.15,42.6,0.084,467,479.4
23957,16.23,42.1,0.086,425.7,444.9
23958,16.1,41.57,0.087,320.4,330.3
23959,16.15,40.03,0.088,274.9,287
23960,16.3,35.46,0.09,436.4,476.3
23961,16.33,32.82,0.085,364.8,401.9
23962,16.55,30.05,0.084,350.4,390.2
23963,16.65,30.14,0.086,313.1,349
23964,16.64,27.34,0.091,279.8,313.1
23965,16.66,26.27,0.086,239.9,271.7
23966,16.54,26.87,0.088,184.4,209.2
23967,16.34,39.96,0.087,130.5,147.2
23968,15.6,45.5,0.086,112.7,130
23969,15.15,47.93,0.083,90.8,97.1
23970,14.91,48.1,0.082,71.6,77.8
23971,14.78,49.2,0.086,48.71,52.95
23972,14.64,49.4,0.085,34.14,38.07
23973,14.56,49.17,0.088,15.45,15.62
23974,14.29,49.03,0.087,4.278,4.083
23975,13.94,50.5,0.087,1.501,1.45
23976,13.67,51.13,0.086,0.242,0.204
23983,13.52,53.24,0.084,0.066,0.115
23984,13.43,53.2,0.088,0.055,0.119
23985,13.44,52.27,0.086,0.048,0.093
23986,13.37,51.94,0.085,0.062,0.119
23987,13.41,51.54,0.086,0.084,0.104
23988,13.66,49.93,0.085,0.048,0.119
23989,13.69,48.87,0.085,0.044,0.104
23990,13.74,48.87,0.089,0.062,0.085
23991,13.55,49.53,0.09,0.081,0.115
23992,13.58,49.43,0.087,0.059,0.134
23993,13.59,50,0.088,0.048,0.115
23994,13.46,50.6,0.084,0.04,0.156
23995,13.55,50.67,0.087,0.073,0.093
23996,13.41,52.04,0.087,0.062,0.134
23997,13.35,52.27,0.087,0.048,0.13
23998,13.44,52.27,0.082,0.051,0.134
23999,13.65,52.27,0.09,0.066,0.115
24000,13.6,51.74,0.086,0.077,0.108
24001,13.41,53.07,0.087,0.062,0.13
24002,13.16,53.67,0.087,0.059,0.134
24003,12.91,55.44,0.087,0.037,0.108
24004,12.8,55.71,0.087,0.066,0.1
24005,12.84,55.64,0.087,0.055,0.111
24006,12.8,55.37,0.094,0.044,0.085
24049,12.74,55.31,0.085,0.055,0.126
24050,12.4,57.44,0.088,0.048,0.115
24051,12.14,58.21,0.091,0.037,0.126
24052,11.72,60.78,0.086,0.044,0.115
24053,11.06,63.58,0.082,0.037,0.152
24054,11.06,63.85,0.088,0.059,0.13
24055,11.17,62.75,0.086,0.04,0.13
24056,10.96,63.22,0.082,0.044,0.108
24057,10.91,63.25,0.083,0.059,0.111
24058,10.54,64.52,0.088,0.073,0.115
24059,10.48,64.49,0.083,0.04,0.13
24060,10.12,65.72,0.082,0.044,0.148
24121,9.66,67.59,0.086,0.026,0.119
24122,9.66,67.86,0.086,0.051,0.126
24123,9.69,67.96,0.088,0.051,0.141
24124,9.93,67.26,0.085,0.048,0.119
24125,10.19,65.12,0.085,0.055,0.085
24126,9.96,65.02,0.085,0.055,0.067
24151,9.39,66.96,0.086,0.055,0.137
24152,9.51,66.99,0.085,0.029,0.13
24153,9.71,65.59,0.084,0.04,0.152
24154,9.73,64.55,0.082,0.073,0.082
24155,9.72,63.85,0.082,0.037,0.159
24156,9.57,63.89,0.082,0.048,0.096
24157,9.45,64.82,0.084,0.051,0.119
24158,9.55,64.89,0.085,0.048,0.07
24159,9.8,63.28,0.084,0.051,0.148
24160,10.03,61.95,0.084,0.037,0.111
24161,9.74,62.12,0.085,0.062,0.137
24162,9.43,63.29,0.084,0.051,0.163
24163,9.46,63.62,0.082,0.029,0.093
24164,9.67,62.79,0.087,0.022,0.141
24165,9.79,61.95,0.084,0.062,0.13
24166,9.77,61.32,0.084,0.044,0.141
24167,9.7,61.75,0.084,0.051,0.152
24168,10.03,61.05,0.09,0.033,0.134
24169,10.31,59.61,0.084,0.055,0.111
24170,9.71,61.22,0.087,0.037,0.122
24171,9.35,61.99,0.084,0.055,0.115
24172,9.47,61.89,0.085,0.055,0.111
24173,9.73,61.06,0.088,0.048,0.07
24174,10.06,60.36,0.086,0.099,0.119
24175,10.45,60.23,0.083,0.974,0.935
24176,10.67,58.89,0.088,4.582,4.143
24177,10.61,59.33,0.086,6.357,5.812
24178,10.73,60.13,0.085,8.04,7.51
24179,10.6,61.53,0.088,16.2,14.98
24180,10.5,62.56,0.086,20.67,18.68
24181,10.47,63.07,0.085,24.97,22.94
24182,10.46,63.27,0.082,54.19,50.41
24183,10.58,62.93,0.083,95.8,86.7
24184,10.92,62.57,0.083,100.9,92.5
24185,11.52,62.27,0.088,124.5,114.9
24186,11.63,60.73,0.086,139.4,127.3
24187,11.95,59.73,0.082,132.3,120.7
24188,12.15,59.3,0.087,135.6,124.9
24189,12.25,59.16,0.087,166.1,152.7
24190,12.38,58.4,0.086,215,197.1
24191,12.91,57.9,0.086,292.1,261.5
24192,13.1,57.36,0.084,314.1,279.8
24061,13.5,56.23,0.085,283.4,247.9
24062,13.64,56.69,0.087,313.5,278.2
24063,14.29,55.46,0.083,325.6,286.8
24064,14.56,53.76,0.084,345.9,309.3
24065,14.95,51.22,0.084,343.3,307.9
24066,15.01,50.62,0.082,300.1,269.5
24067,15.03,50.88,0.082,242.1,218.5
24068,15.18,55.79,0.086,395.1,315.5
24069,15.16,57.46,0.084,373.6,323.5
24070,15.37,57.69,0.085,391.9,338.6
24071,15.32,57.6,0.087,335.2,299
24072,15.26,57.33,0.086,456.3,354.9
24073,15.55,55.59,0.085,669.1,438
24074,15.48,58.2,0.087,432.5,335.7
24075,15.22,57.8,0.082,388.9,321.1
24076,15.23,56.09,0.086,370.3,314.7
24077,15.19,58.06,0.086,342.9,302.8
24078,15.27,58.56,0.085,447,385.7
24079,15.33,58.7,0.086,497.5,408.4
24080,15.59,59.33,0.083,651.2,366.2
24081,15.88,58.33,0.081,829,344.4
24082,16.23,56.99,0.082,919,210.8
24083,16.32,56.09,0.084,721,177.5
24084,16.64,54.76,0.085,838,204.4
24085,16.88,51.49,0.085,842,215.3
24086,17.12,51.02,0.081,913,193.8
24087,17.11,48.68,0.083,740,349
24088,16.95,44.41,0.082,612.6,372.5
24089,17.03,44.41,0.083,650.5,405.5
24090,17.36,45.41,0.083,800,455
24091,17.42,46.24,0.086,883,610.9
24092,17.35,46.67,0.084,778,690.8
24093,17.43,42.93,0.086,712,722
24094,17.55,42.76,0.084,726,768
24095,17.56,43.46,0.081,749,797
24096,17.59,41.83,0.085,567.1,568.2
24097,17.61,42,0.088,505.5,470.5
24098,17.57,41.93,0.085,667,649.6
24099,17.54,41.12,0.085,568.9,544.9
24100,17.48,43.19,0.086,565.9,551.8
24101,17.4,44.1,0.086,504.9,490.6
24102,17.38,44.19,0.084,379.5,355.6
24103,17.14,45.76,0.082,339.2,320
24104,17.18,43.83,0.086,480.6,485.4
24105,17.14,45.76,0.085,472.5,499.3
24106,16.89,48.3,0.085,316.2,344.5
24107,16.63,51.74,0.086,344.6,361.3
24108,16.55,51.47,0.084,359.6,384
24109,16.42,52.94,0.083,268.7,295.6
24110,16.14,55.11,0.081,220.4,245.9
24111,16,55.37,0.08,200.9,221.4
24112,15.68,58.31,0.081,148.7,172.4
24113,15.54,59.25,0.083,135.5,139.1
24114,15.26,60.38,0.081,88.4,96.7
24115,14.96,61.35,0.083,66.08,74
24116,14.61,62.92,0.084,40.52,45.11
24117,14.36,64.02,0.082,18.82,19.2
24118,14.12,64.55,0.083,5.852,5.496
24119,13.99,64.82,0.082,2.075,1.992
24120,14.05,64.42,0.087,0.384,0.438
24127,13.9,65.65,0.084,0.099,0.104
24128,13.68,66.19,0.082,0.051,0.13
24129,13.82,65.35,0.084,0.066,0.119
24130,13.87,63.92,0.082,0.077,0.13
24131,13.79,64.42,0.084,0.026,0.137
24132,13.93,62.72,0.082,0.062,0.119
24133,13.8,63.75,0.084,0.044,0.085
24134,13.55,64.45,0.082,0.037,0.108
24135,13.72,62.68,0.086,0.055,0.122
24136,13.72,62.58,0.085,0.066,0.1
24137,13.74,60.91,0.084,0.077,0.108
24138,13.74,60.65,0.087,0.073,0.082
24139,13.63,61.68,0.083,0.081,0.1
24140,13.59,62.15,0.083,0.04,0.093
24141,13.7,61.35,0.082,0.066,0.13
24142,13.74,61.11,0.086,0.048,0.13
24143,13.74,61.05,0.081,0.044,0.108
24144,13.68,60.75,0.083,0.044,0.122
24145,13.49,60.35,0.084,0.077,0.093
24146,13.26,61.08,0.081,0.051,0.082
24147,13.07,61.08,0.082,0.07,0.137
24148,12.93,61.85,0.087,0.062,0.078
24149,12.76,62.72,0.083,0.033,0.074
24150,12.58,63.32,0.084,0.062,0.067
24193,12.63,63.32,0.084,0.04,0.137
24194,12.97,62.68,0.081,0.055,0.104
24195,12.99,61.95,0.085,0.055,0.171
24196,12.89,62.72,0.084,0.04,0.1
24197,13.05,62.78,0.085,0.059,0.119
24198,13.38,60.51,0.085,0.073,0.104
24199,13.35,58.54,0.082,0.051,0.148
24200,13.21,58.81,0.086,0.07,0.093
24201,13.21,59.58,0.083,0.099,0.137
24202,13.21,59.58,0.082,0.055,0.104
24203,13.09,60.78,0.083,0.095,0.122
24204,12.79,62.05,0.081,0.048,0.096
24265,12.94,61.55,0.082,0.048,0.119
24266,13.03,60.95,0.078,0.066,0.115
24267,13.23,59.95,0.085,0.073,0.1
24268,13.58,59.91,0.084,0.07,0.089
24269,14.07,58.18,0.084,0.073,0.082
24270,13.72,60.25,0.083,0.055,0.1
24295,14.06,60.15,0.083,0.044,0.122
24296,15.47,57.04,0.08,0.048,0.137
24297,15.65,58.41,0.081,0.04,0.13
24298,15.57,58.48,0.08,0.059,0.134
24299,15.61,59.38,0.08,0.055,0.159
24300,15.59,59.38,0.08,0.051,0.122
24301,15.59,59.51,0.081,0.051,0.1
24302,15.63,59.58,0.079,0.07,0.152
24303,15.69,59.75,0.08,0.04,0.13
24304,15.72,58.85,0.08,0.062,0.126
24305,15.77,58.85,0.081,0.07,0.159
24306,15.85,57.61,0.079,0.059,0.152
24307,15.87,56.81,0.081,0.055,0.163
24308,16.03,58.34,0.078,0.033,0.163
24309,16.09,58.31,0.081,0.066,0.111
24310,16.13,59.11,0.078,0.04,0.174
24311,16.15,58.38,0.08,0.051,0.104
24312,16.16,58.34,0.08,0.04,0.204
24313,16.08,58.61,0.081,0.044,0.182
24314,16.07,58.54,0.083,0.084,0.115
24315,14.96,60.35,0.081,0.033,0.174
24316,14.09,61.52,0.082,0.04,0.111
24317,15.25,61.95,0.081,0.04,0.174
24318,15.89,58.34,0.081,0.245,0.211
24319,15.61,59.15,0.081,1.285,1.102
24320,15.64,59.41,0.083,4.37,4.002
24321,14.54,61.21,0.081,16.82,15.7
24322,15.1,61.35,0.083,44.48,42.37
24323,14.92,60.95,0.085,71.3,68.79
24324,16.16,56.98,0.083,100.9,98.3
24325,16.41,56.81,0.082,131.2,128.6
24326,16.52,56.31,0.081,162.6,160.2
24327,16.51,56.78,0.081,196.5,194.4
24328,16.5,56.74,0.083,230.7,229.5
24329,16.62,56.28,0.084,264.4,264.3
24330,16.71,56.11,0.082,297.8,298.8
24331,16.78,56.01,0.082,330.7,333.3
24332,16.88,56.07,0.085,364.8,369.4
24333,16.92,55.77,0.082,398.2,405
24334,17.04,55.81,0.082,430.5,439.4
24335,17.12,55.77,0.082,461.1,472.1
24336,17.31,55.97,0.082,492.1,504.6
24205,17.44,55.84,0.084,520.6,533.6
24206,17.54,55.71,0.083,547.9,555.8
24207,17.6,55.84,0.086,573.1,564.7
24208,17.81,56.07,0.083,597.1,556.6
24209,17.98,56.21,0.081,621.2,499.4
24210,18.01,56.04,0.079,644.3,383.7
24211,18.09,55.74,0.081,665.7,255.5
24212,18.28,55.34,0.086,684,206.1
24213,18.45,55.61,0.084,704,164.4
24214,18.62,55.17,0.083,722,110.2
24215,18.55,55.34,0.082,739,67.6
24216,18.76,54.51,0.081,752,55.91
24217,18.83,54.74,0.081,765,49.06
24218,18.91,53.77,0.084,775,45.54
24219,19,54.01,0.084,784,43.81
24220,19.01,54.24,0.082,792,43.53
24221,19.04,54.21,0.085,796,43.11
24222,19.13,54.41,0.081,801,42.75
24223,19.13,53.74,0.081,804,42.04
24224,19.17,53.84,0.083,806,42.24
24225,19.61,53.07,0.082,805,41.74
24226,19.62,53.2,0.084,802,43.53
24227,19.75,53.87,0.083,799,44.91
24228,19.85,53.1,0.084,795,48.86
24229,19.96,52.54,0.081,787,63.68
24230,19.98,52.8,0.084,780,86.4
24231,20.04,52.8,0.079,771,137.9
24232,20.2,52.97,0.083,760,233.2
24233,20.32,53.67,0.082,746,377.6
24234,20.12,54.44,0.082,729,545.6
24235,20.13,54.41,0.082,714,670.5
24236,19.99,55.21,0.082,697.4,717
24237,20.08,56.17,0.081,680.7,726
24238,19.89,56.07,0.08,659.4,712
24239,19.88,56.31,0.081,637.4,690.7
24240,20.08,56.88,0.085,614.2,666.1
24241,19.99,56.48,0.081,586.3,637
24242,19.98,57.04,0.083,563.1,613.1
24243,19.84,57.38,0.086,536.9,585.7
24244,19.78,57.74,0.082,511,558.5
24245,19.68,58.08,0.081,481,527.1
24246,19.7,58.91,0.083,450.4,494.8
24247,19.49,58.51,0.082,418.7,461.3
24248,19.39,59.11,0.085,386.3,427.5
24249,19.28,59.35,0.082,355.8,394.8
24250,19.14,59.91,0.081,321.8,358.2
24251,18.93,60.38,0.08,290.5,324.8
24252,18.77,60.78,0.081,258.1,289.6
24253,18.62,61.65,0.082,224,252.5
24254,18.51,62.25,0.083,193.1,218.8
24255,18.39,62.82,0.079,161.8,184.6
24256,18.21,63.72,0.081,103.2,118.3
24257,18.04,64.65,0.084,79.6,92.5
24258,17.81,65.52,0.08,78.1,81.4
24259,17.58,65.99,0.082,57.96,66.93
24260,17.35,66.39,0.082,37.85,43.49
24261,17.11,67.22,0.078,16.86,17.66
24262,16.85,67.99,0.082,6.023,5.607
24263,16.61,69.03,0.077,2.313,2.154
24264,16.38,69.83,0.085,0.428,0.393
24271,16.2,70.8,0.081,0.077,0.13
24272,15.91,72.8,0.081,0.051,0.089
24273,15.65,73.9,0.082,0.033,0.093
24274,15.51,74.4,0.079,0.048,0.115
24275,15.47,74.3,0.077,0.026,0.133
24276,15.3,75.1,0.079,0.026,0.104
24277,15.18,76,0.082,0.022,0.133
24278,15.13,76.1,0.078,0.022,0.115
24279,15.09,76.1,0.08,0.033,0.141
24280,14.92,77,0.08,0.022,0.133
24281,14.87,77,0.083,0.033,0.133
24282,14.76,77.5,0.081,0.04,0.156
24283,14.54,78.6,0.08,0.037,0.159
24284,14.38,79.4,0.084,0.048,0.115
24285,14.23,80.2,0.084,0.044,0.115
24286,14.09,80.8,0.083,0.022,0.163
24287,13.98,81.3,0.083,0.048,0.145
24288,13.91,81.6,0.08,0.029,0.178
24289,13.84,82,0.082,0.018,0.152
24290,13.75,82.3,0.082,0.018,0.2
24291,13.64,82.5,0.083,0.022,0.167
24292,13.57,82.9,0.082,0.044,0.115
24293,13.56,83,0.084,0.033,0.185
24294,13.49,83.1,0.083,0.037,0.133
24337,13.41,83.2,0.084,0.029,0.178
24338,13.29,83.6,0.083,0.029,0.193
24339,13.12,84.2,0.085,0.044,0.152
24340,13,84.4,0.085,0.033,0.171
24341,12.99,84.7,0.082,0.022,0.171
24342,12.99,84.7,0.081,0.04,0.182
24343,12.95,84.5,0.084,0.033,0.204
24344,12.82,84.7,0.085,0.033,0.171
24345,12.7,85.1,0.086,0.04,0.211
24346,12.81,85.4,0.084,0.037,0.141
24347,12.69,85.2,0.083,0.044,0.171
24348,12.58,85.2,0.082,0.066,0.145
24409,12.44,85.4,0.081,0.051,0.141
24410,12.36,85.8,0.086,0.04,0.167
24411,12.36,86.2,0.083,0.026,0.167
24412,12.61,86.1,0.086,0.04,0.148
24413,12.44,85,0.083,0.029,0.178
24414,12.25,85.3,0.081,0.029,0.152
24439,12.17,85.6,0.084,0.022,0.182
24440,12.01,85.5,0.082,0.029,0.185
24441,11.9,85.8,0.083,0.018,0.211
24442,11.85,86.1,0.091,0.044,0.122
24443,11.78,86.1,0.084,0.04,0.159
24444,11.58,86.5,0.089,0.037,0.159
24445,11.47,86.7,0.087,0.033,0.171
24446,11.47,87,0.084,0.051,0.115
24447,11.54,87.1,0.083,0.029,0.133
24448,11.52,87,0.084,0.037,0.189
24449,11.39,87.1,0.081,0.051,0.174
24450,11.39,87.4,0.079,0.026,0.171
24451,11.49,87.4,0.082,0.037,0.222
24452,11.48,87.2,0.085,0.022,0.167
24453,11.36,87.3,0.087,0.022,0.204
24454,11.37,87.3,0.086,0.044,0.178
24455,11.39,87.3,0.086,0.055,0.126
24456,11.37,87.2,0.081,0.037,0.167
24457,11.36,87.4,0.084,0.044,0.163
24458,11.33,87.2,0.086,0.029,0.193
24459,11.35,87.3,0.083,0.022,0.178
24460,11.3,87.1,0.087,0.026,0.197
24461,11.27,87,0.09,0.037,0.23
24462,11.21,87.1,0.085,0.315,0.389
24463,11.17,86.9,0.083,1.76,1.709
24464,10.98,87.1,0.089,5.226,4.732
24465,11,87.4,0.084,18.84,17.54
24466,11.24,87.4,0.088,47.43,45.3
24467,11.4,86.9,0.088,75.2,72.6
24468,11.42,86.7,0.088,103.9,101.2
24469,11.7,86.7,0.086,134.6,131.9
24470,11.78,86.1,0.089,166.4,163.9
24471,11.86,85.9,0.088,199.9,198.2
24472,12.32,85.6,0.091,234.3,233.5
24473,12.74,84.5,0.091,269,269.4
24474,12.88,83.4,0.087,303.2,304.9
24475,13.09,82.8,0.09,337.5,341.1
24476,13.44,82.5,0.084,371.6,377.1
24477,13.91,81.7,0.085,404.7,412.7
24478,14.39,80.8,0.085,436.8,446.8
24479,14.91,79.4,0.09,468,480.2
24480,15.45,77.3,0.089,498.9,513.5
24349,16.02,75.3,0.085,527.7,544.7
24350,16.71,73.7,0.086,555.9,574.1
24351,17.48,71,0.087,583.4,599.6
24352,18.14,68.29,0.087,608.9,616.7
24353,18.69,67.16,0.085,633.3,614.6
24354,18.86,64.22,0.086,656.7,577.1
24355,19.2,62.62,0.086,678.5,491.1
24356,19.33,62.08,0.087,698.8,448.7
24357,19.59,61.98,0.086,717,381.8
24358,20.02,61.78,0.082,735,269.5
24359,20.4,60.08,0.082,750,144.2
24360,20.82,60.55,0.084,765,98.7
24361,21.25,59.81,0.084,776,69.82
24362,21.58,57.84,0.085,788,60.19
24363,22.1,57.08,0.082,796,52.94
24364,22.17,56.91,0.085,803,51.61
24365,22.38,57.51,0.083,810,49.61
24366,22.83,55.81,0.084,816,47.22
24367,23.26,53.57,0.084,819,46.44
24368,23.63,53.24,0.082,819,48.72
24369,23.85,52.27,0.08,817,50.42
24370,24.09,48.26,0.082,815,59.71
24371,24.56,46.09,0.084,812,68.39
24372,24.52,42.56,0.084,809,88.2
24373,24.76,42.16,0.086,804,153.6
24374,24.94,41.29,0.082,793,237.3
24375,25.16,43.46,0.082,783,366.4
24376,25.64,43.46,0.082,771,525.3
24377,25.5,46.73,0.085,759,664.6
24378,25.74,47.3,0.082,742,735
24379,25.88,47.06,0.083,725,758
24380,25.91,48.13,0.088,705,755
24381,25.81,47.7,0.082,685.6,741
24382,25.63,48.83,0.084,665,721
24383,25.5,50.03,0.083,643.8,698.7
24384,25.2,52.87,0.079,618.6,671.7
24385,25.21,53.67,0.082,589.9,639.6
24386,25.34,54.01,0.083,562,609
24387,25.34,53.24,0.078,538.6,585.7
24388,24.86,54.21,0.082,512.9,559.8
24389,24.8,54.61,0.081,485.6,531.1
24390,24.59,54.01,0.082,454.8,498.9
24391,24.51,53.5,0.08,425.2,467.9
24392,24.33,51.84,0.083,391.2,431.9
24393,24.26,52.24,0.083,363.4,402.8
24394,24.4,52.1,0.084,332.2,369.9
24395,24.28,51.17,0.081,301.3,337.3
24396,24.28,50,0.084,263.7,296.6
24397,24.23,49.76,0.082,229.3,258.7
24398,24.15,48.96,0.082,200,226.9
24399,24.04,48.86,0.081,159.2,192.1
24400,23.94,48.92,0.082,92.3,116.8
24401,23.81,49.19,0.084,88.5,99.7
24402,23.57,49.99,0.082,81.9,94.1
24403,23.3,50.99,0.084,53.88,61.88
24404,23.05,52.82,0.084,35.12,40.06
24405,22.7,54.66,0.081,17.66,18.45
24406,22.38,56.06,0.084,6.121,5.858
24407,22.08,57.6,0.086,2.312,2.25
24408,21.93,59.1,0.083,0.578,0.549
24415,21.58,60.73,0.083,0.139,0.082
24416,21.26,61.8,0.08,0.044,0.067
24417,20.96,63.1,0.082,0.029,0.096
24418,20.75,63.63,0.085,0.044,0.145
24419,20.44,64.1,0.084,0.048,0.119
24420,20.24,64.57,0.081,0.044,0.104
24421,20.07,65.3,0.079,0.018,0.115
24422,19.88,66.87,0.082,0.022,0.108
24423,19.68,68.01,0.081,0.029,0.137
24424,19.45,68.51,0.078,0.022,0.111
24425,19.36,68.94,0.079,0.018,0.104
24426,19.03,70.4,0.084,0.015,0.141
24427,18.77,71.8,0.081,0.026,0.1
24428,18.64,73.1,0.079,0.022,0.119
24429,18.51,74.1,0.083,0.015,0.115
24430,18.47,74.5,0.082,0.026,0.13
24431,18.72,72.4,0.083,0.029,0.085
24432,18.43,71,0.081,0.029,0.1
24433,18.16,71.5,0.083,0.015,0.159
24434,18.22,71.5,0.083,0.04,0.13
24435,17.89,73.2,0.082,0.022,0.126
24436,17.7,73.5,0.081,0.018,0.178
24437,17.55,73.5,0.082,0.022,0.156
24438,17.24,75.7,0.081,0.037,0.159
24481,17.02,77.4,0.083,0.04,0.156
24482,16.84,78.1,0.078,0.026,0.185
